"station_european_code","year","gwr","obs","nfold"
"AT30201","2010",22.4456215539888,17.253,1
"AT31406","2010",21.6108402690459,30.156,1
"AT4S156","2010",28.8325604437647,22.666,1
"AT60198","2010",26.5213428849246,22.445,1
"AT60164","2010",44.2051120218011,51.298,1
"AT60139","2010",32.7823242404072,31.434,1
"AT72223","2010",88.8678288353909,50.316,1
"AT30301","2010",18.2480017713938,16.125,1
"AT72227","2010",27.4989475671414,40.234,1
"AT52000","2010",39.7307581784801,47.917,1
"AT52100","2010",20.9575652062407,15.283,1
"AT60179","2010",28.0576873686581,20.515,1
"AT72110","2010",40.6442307131536,43.617,1
"AT60119","2010",25.1962553146841,19.639,1
"AT72538","2010",21.0872657288081,24.807,1
"AT60142","2010",24.1196827847511,20.728,1
"AT60141","2010",22.9261672896256,27.502,1
"AT72912","2010",19.6036572763659,14.191,1
"AT4S431","2010",47.683357865947,48.324,1
"AT60156","2010",11.2324695692947,4.369,1
"AT2SP10","2010",19.7285989842525,12.736,1
"AT32701","2010",31.739237274795,23.963,1
"AT2SP18","2010",32.5164180510757,24.835,1
"AT4S407","2010",28.5953217870975,18.214,1
"AT90FLO","2010",40.6024285120955,31.753,1
"AT90MBA","2010",42.5483817975911,57.802,1
"AT900ZA","2010",36.4423557999166,23.809,1
"AT72530","2010",29.9650075077587,31.857,1
"AT60114","2010",22.1791650045297,20.65,1
"BELGK09","2010",24.473820915869,28.074,1
"BELML01","2010",35.3432796515791,33.425,1
"BELSZ02","2010",27.9939853942485,27.716,1
"BETWOL1","2010",66.7429836115304,39.285,1
"BETM802","2010",40.5701038041314,43.954,1
"BETN016","2010",22.8035704400159,22.659,1
"BETN046","2010",29.6808947893044,22.887,1
"BETR010","2010",36.2991401516024,30.937,1
"BETR821","2010",31.2824495314981,30.22,1
"BETR831","2010",33.2126774057206,33.874,1
"BETR891","2010",30.013006101708,39.893,1
"BETR892","2010",29.5442289172454,38.873,1
"BETN113","2010",9.83734966638489,9.998,1
"BETN132","2010",13.5023164416728,12.711,1
"BETM705","2010",28.2838365271917,27.718,1
"BETE009","2010",30.0946386914627,25.252,1
"CH0045A","2010",20.447307453789,16.076,1
"CH0037A","2010",27.1396902170288,20.714,1
"CH0043A","2010",30.2632344156899,25.652,1
"CH0011A","2010",41.4988682539725,33.021,1
"CH0044A","2010",80.7385295183876,45.695,1
"CH0010A","2010",47.4412760412434,32.814,1
"DENW094","2010",26.6848543155837,18.435,1
"DESN001","2010",23.8498462859229,26.327,1
"DEBE062","2010",13.8540225791335,13.315,1
"DEBE068","2010",39.110766605729,27.943,1
"DEHE046","2010",9.57372207249012,10.186,1
"DESN004","2010",25.0249243792313,22.497,1
"DEBY010","2010",42.9012120117694,31.981,1
"DEST015","2010",16.8017993351348,15.697,1
"DENW062","2010",29.7895763120662,29.828,1
"DESN006","2010",29.5777562976977,28.876,1
"DEBY012","2010",30.749413341591,29.626,1
"DESN083","2010",32.3022368939891,44.758,1
"DEBB064","2010",25.402330020449,17.977,1
"DEBB044","2010",30.0867415887202,39.999,1
"DEHE001","2010",40.2425391850491,27.243,1
"DESN012","2010",30.8123605726233,21.612,1
"DESL003","2010",20.794452201347,20.734,1
"DESN084","2010",42.5669213430213,50.016,1
"DENW112","2010",45.0234692278861,43.456,1
"DENW102","2010",36.9060001557339,35.505,1
"DENW283","2010",32.2273252216447,33.662,1
"DENI043","2010",17.6758835438176,16.169,1
"DEBY116","2010",29.4072232632603,36.039,1
"DENW024","2010",36.6790904271115,32.511,1
"DEBW084","2010",39.7809554460698,22.194,1
"DEHE059","2010",34.4890815444297,42.892,1
"DEBY056","2010",30.8922194028118,30.629,1
"DEBW112","2010",27.8308286835207,17.964,1
"DEST044","2010",17.5860443715422,16.887,1
"DEHH074","2010",37.1665179432675,31.666,1
"DEHH049","2010",19.1421445603226,17.971,1
"DEHH073","2010",15.0946804368568,19.775,1
"DEHH072","2010",19.8767053378527,21.531,1
"DEHH008","2010",34.9172337485206,29.461,1
"DEHH021","2010",19.969691286455,17.289,1
"DEHH015","2010",41.8114288669366,38.063,1
"DEHE011","2010",37.8110716383476,37.837,1
"DEBW015","2010",26.8894448937167,30.885,1
"DETH061","2010",10.5320760580991,9.875,1
"DERP035","2010",37.5512831082545,30.359,1
"DERP019","2010",39.7899190720481,25.74,1
"DESH027","2010",42.0998913657966,54.004,1
"DESH033","2010",29.4163988309142,20.452,1
"DESN077","2010",31.93532297405,44.638,1
"DEHE044","2010",30.0139159559332,27.596,1
"DESH023","2010",18.2566312092731,14.805,1
"DERP007","2010",33.6326525396399,27.9,1
"DEBW007","2010",28.3434896653783,31.207,1
"DEBW098","2010",38.9320508049393,49.759,1
"DEHE062","2010",31.2786161696615,46.012,1
"DEBW142","2010",29.6616295340716,52.412,1
"DEHE045","2010",20.6358322301081,20.097,1
"DENW187","2010",40.9809041875531,49.623,1
