"station_european_code","year","gwr","obs","nfold"
"AT60151","2010",16.1622186948205,14.925,2
"AT31701","2010",18.6574373467248,12.871,2
"AT2M226","2010",26.4423534466888,19.607,2
"AT4S108","2010",14.0476848666931,7.374,2
"AT30401","2010",20.3686948866339,15.519,2
"AT52300","2010",37.7876281462057,53.515,2
"AT30502","2010",11.1622861352942,8.922,2
"AT72710","2010",23.6965458756417,25.427,2
"AT72311","2010",26.6621248526179,35.039,2
"AT72106","2010",35.2028645513781,37.584,2
"AT2KA61","2010",32.7154924193717,45.991,2
"AT2KA21","2010",36.7886888163554,40.42,2
"AT4S418","2010",23.3073080880559,17.343,2
"AT60182","2010",28.8826904680373,18.562,2
"AT4S412","2010",35.5077722762958,27.204,2
"AT4S416","2010",42.3110114287745,34.35,2
"AT4S184","2010",40.7463483056837,30.941,2
"AT80710","2010",31.4766937747633,45.074,2
"AT60183","2010",22.5912644632805,22.643,2
"AT2AUT1","2010",25.9306357426384,19.477,2
"AT51066","2010",34.4925473951039,32.894,2
"AT2WO25","2010",29.3696278415417,30.193,2
"AT80503","2010",11.3005642210069,6.733,2
"AT55032","2010",18.1182474849264,15.206,2
"AT31703","2010",25.0414183108411,16.712,2
"AT60107","2010",31.7869686501107,19.644,2
"AT72821","2010",38.7440545953713,67.724,2
"AT9JAEG","2010",19.9105206597088,13.221,2
"AT31413","2010",29.7996691474332,30.4,2
"AT0ZOE2","2010",8.0132116146484,5.995,2
"BELHB23","2010",31.7536556447553,32.516,2
"BELLD01","2010",30.1302083083257,27.587,2
"BELLD02","2010",32.4926457835882,24.889,2
"BETN043","2010",34.6994304239573,44.224,2
"BETN040","2010",20.2963791262192,21.583,2
"BETN045","2010",27.7869596752015,28.66,2
"BETR801","2010",45.2914866642303,44.269,2
"BETR830","2010",26.9255499979699,28.321,2
"BETR893","2010",34.812247770206,38.068,2
"BETN066","2010",18.1933108783486,15.289,2
"BETN070","2010",27.8123945475928,30.732,2
"BETN100","2010",9.84854734603163,9.002,2
"BETR223","2010",30.0916853492648,31.435,2
"BETR740","2010",35.0664490835421,28.9,2
"BETR501","2010",32.9220091686288,37.124,2
"BETR512","2010",34.5106334354776,27.032,2
"BETE007","2010",20.8550827368589,25.173,2
"BETE008","2010",29.4944518229819,28.444,2
"CH0031A","2010",37.7119761413109,45.216,2
"CH0020A","2010",29.892193203195,29.417,2
"CH0033A","2010",16.3988180793151,21.442,2
"CH0002R","2010",18.4054784238957,15.291,2
"CH0005R","2010",10.8850213694711,8.141,2
"CH0003R","2010",21.1998040597816,14.17,2
"DENI063","2010",14.7373517337628,14.643,2
"DEBY005","2010",23.5183332445785,33.748,2
"DEBY006","2010",54.4951404684023,51.141,2
"DEBE067","2010",33.568169342388,62.506,2
"DENI071","2010",18.3181929388527,44.517,2
"DEBB068","2010",27.8678251144679,28.593,2
"DEBW042","2010",27.9314359689883,32.836,2
"DESH008","2010",11.7900360100032,12.618,2
"DEBB055","2010",21.0620757189832,15.998,2
"DEHB006","2010",45.359406188212,45.818,2
"DEHB005","2010",20.9224765451012,22.361,2
"DESN076","2010",11.5519625304361,12.627,2
"DETH026","2010",17.6214392233095,12.998,2
"DENI028","2010",15.1517873798034,12.364,2
"DETH013","2010",20.8840632265896,19.553,2
"DETH020","2010",39.0819933951941,24.865,2
"DENW135","2010",46.1174711259555,55.389,2
"DENW043","2010",75.1644541800086,43.472,2
"DEBB042","2010",20.7285890506395,16.264,2
"DEHE005","2010",37.2067344313302,48.022,2
"DEHE009","2010",31.6794579354289,32.605,2
"DEBW038","2010",30.3095534323516,23.667,2
"DEHE061","2010",37.8223696594455,46.127,2
"DETH036","2010",23.7433279597424,20.189,2
"DESN020","2010",27.7953070657211,29.321,2
"DEMV004","2010",10.3624835374701,8.539,2
"DEST102","2010",37.9068144544528,58.615,2
"DENI048","2010",44.1714500082315,51.089,2
"DENW029","2010",30.1784006054846,22.738,2
"DEBW009","2010",42.7411197076409,28.23,2
"DEBW135","2010",32.9065862146086,61.519,2
"DENW058","2010",35.6177512685102,26.785,2
"DEHE013","2010",30.5647330312702,24.66,2
"DEBW022","2010",27.8895604773367,26.359,2
"DESN024","2010",21.0702652762139,15.008,2
"DERP024","2010",49.1310969767924,42.151,2
"DEBW052","2010",29.4766998224852,22.591,2
"DENW211","2010",58.382264957686,65.027,2
"DEBY035","2010",25.8878578165771,30.994,2
"DEHE042","2010",19.3033087587369,19.592,2
"DEBW117","2010",39.8032724031949,69.342,2
"DERP041","2010",52.8249088209591,49.237,2
"DEBB065","2010",8.30019647684038,9.657,2
"DERP012","2010",35.5898246339288,44.897,2
"DERP009","2010",34.3777950607716,40.825,2
"DEBW005","2010",27.77824234815,28.173,2
"DEHE030","2010",28.5954816809633,22.95,2
"DEBY013","2010",16.5125702898524,20.187,2
"DETH094","2010",28.0245801430469,38,2
"DENW038","2010",37.5694438789956,33.2,2
"DEBY114","2010",43.1884304661415,68.072,2
"DEBB067","2010",17.8249508274149,13.065,2
"DENW065","2010",10.6889907094617,5.249,2
"DEBY052","2010",37.9067087773546,31.142,2
"DEMV003","2010",25.1149795983237,23.499,2
"DERP046","2010",33.2835494074068,31.335,2
"DEBY053","2010",34.1869712408035,39.661,2
"DEBY120","2010",51.7796751446825,50.344,2
"DENW188","2010",53.2954921079201,62.057,2
"DEBW103","2010",17.6341761988095,12.406,2
"DEBW111","2010",34.7413640372951,22.373,2
"DEBB054","2010",26.8447321091769,45.388,2
"DEBB075","2010",15.6066376647363,16.385,2
"DESN051","2010",20.7506520569163,16.869,2
"DEBY063","2010",36.9709071746028,47.752,2
"DEBW147","2010",43.2271911240037,88.123,2
"DETH005","2010",21.1848689115161,19.084,2
"DESL020","2010",43.0743070735234,43.734,2
"DEBY067","2010",24.9682718989858,24.7,2
"DENW179","2010",33.5226807122618,26.412,2
"DEBW011","2010",43.936484518905,41.81,2
"DESL018","2010",32.0619686125735,22.51,2
"DENI053","2010",13.5241217405816,13.479,2
"DEBW059","2010",16.2752630470821,14.832,2
"DEBY072","2010",9.19459706203646,13.171,2
"DERP036","2010",40.1164626142682,40.162,2
"DEBW040","2010",27.552735914225,23.891,2
"DENW181","2010",16.5229018819554,16.057,2
"DERP016","2010",12.401111398139,11.238,2
"DENI051","2010",7.15917384184847,6.541,2
"DEST089","2010",7.69872067781678,8.83,2
"DESN045","2010",21.6857753721185,16.326,2
"DK0021A","2010",27.8123304501378,38.478,2
"DK0031R","2010",3.76151962767895,4.36,2
"ES0009R","2010",3.06171171963475,1.514,2
"ES0013R","2010",6.19487475044456,3.764,2
"ES0094A","2010",9.23023363059392,3.635,2
"ES0625A","2010",13.0760270958284,13.838,2
"ES0691A","2010",49.571120871213,45.621,2
"ES0774A","2010",4.75126350164366,4.399,2
"ES0787A","2010",10.8471114844703,3.558,2
"ES0812A","2010",5.43457005348323,3.063,2
"ES0813A","2010",5.00221497988436,1.617,2
"ES0817A","2010",31.6782360715261,33.811,2
"ES0825A","2010",23.8075473323772,21.794,2
"ES1018A","2010",42.9978666880889,49.383,2
"ES1074A","2010",30.9049107366646,12.962,2
"ES1123A","2010",20.3273570501309,16.752,2
"ES1126A","2010",34.7990698655916,43.216,2
"ES1130A","2010",13.8523060025888,12.801,2
"ES1137A","2010",25.2467436551957,24.744,2
"ES1163A","2010",16.0539667085165,18.247,2
"ES1182A","2010",28.1034439959098,17.476,2
"ES1234A","2010",12.3809296764577,31.045,2
"ES1269A","2010",26.4495109444202,35.592,2
"ES1271A","2010",24.4073308044225,32.764,2
"ES1272A","2010",25.9076760973206,34.419,2
"ES1275A","2010",29.2809721463281,31.189,2
"ES1297A","2010",14.477819276433,11.349,2
"ES1348A","2010",11.9777240322702,7.387,2
"ES1353A","2010",18.461900896158,22.18,2
"ES1363A","2010",27.9413506040444,30.942,2
"ES1365A","2010",15.2286449932674,17.447,2
"ES1368A","2010",4.26070123112489,6.891,2
"ES1370A","2010",21.9561488459532,26.98,2
"ES1378A","2010",13.4158684573511,14.424,2
"ES1386A","2010",15.8155543774301,10.866,2
"ES1418A","2010",24.0200461543064,24.656,2
"ES1422A","2010",53.0817934100157,51.559,2
"ES1423A","2010",15.2377109269891,13.672,2
"ES1433A","2010",14.4100006005676,17.18,2
"ES1443A","2010",12.9904119941314,17.028,2
"ES1453A","2010",46.8277180781175,42.992,2
"ES1472A","2010",26.658652048717,26.896,2
"ES1496A","2010",25.7721857515637,28.89,2
"ES1498A","2010",26.036745077066,36.921,2
"ES1516A","2010",17.3181594252256,17.421,2
"ES1517A","2010",9.16754736666414,8.513,2
"ES1535A","2010",5.46416435949388,12.701,2
"ES1536A","2010",22.3751585411305,15.269,2
"ES1579A","2010",18.8257519854711,17.659,2
"ES1598A","2010",15.2753068174624,17.378,2
"ES1602A","2010",27.9865380479326,15.328,2
"ES1612A","2010",41.5689531868808,27.138,2
"ES1613A","2010",31.0780368342808,30.855,2
"ES1618A","2010",23.3521109902347,24.766,2
"ES1627A","2010",18.8990554039809,27.235,2
"ES1631A","2010",29.1844014501003,30.385,2
"ES1632A","2010",25.2601838924462,23.352,2
"ES1638A","2010",26.7262480637467,33.223,2
"ES1654A","2010",8.71396165595668,7.044,2
"ES1672A","2010",11.2972600375897,9.682,2
"ES1697A","2010",25.8592022038545,25.995,2
"ES1746A","2010",8.15911561389155,9.624,2
"ES1785A","2010",14.2474555890106,11.535,2
"ES1789A","2010",19.1538015857899,32.291,2
"ES1800A","2010",19.4500692404072,16.807,2
"ES1807A","2010",38.6061090091061,31.403,2
"ES1812A","2010",18.5010288415834,10.822,2
"ES1814A","2010",44.9976675594332,54.733,2
"ES1817A","2010",40.8837092184819,43.105,2
"ES1822A","2010",6.27424569183928,4.834,2
"ES1831A","2010",9.37481899627187,9.508,2
"ES1834A","2010",25.8127243585206,26.361,2
"ES1858A","2010",16.9774430186775,23.189,2
"ES1877A","2010",17.7554991001649,25.577,2
"ES1878A","2010",8.00254655198536,4.501,2
"ES1882A","2010",7.51024553665939,7.561,2
"ES1885A","2010",33.9700092120098,29.782,2
"ES1890A","2010",40.4699868855214,36.297,2
"ES1899A","2010",21.4887640910725,27.022,2
"ES1903A","2010",35.6334761598782,19.863,2
"ES1912A","2010",36.1929339113428,32.866,2
"ES1922A","2010",18.4703754602628,14.72,2
"ES1937A","2010",51.0190486726379,47.165,2
"ES1939A","2010",46.4852055956607,35.489,2
"ES1943A","2010",52.6802279550438,67.872,2
"FI00425","2010",29.9959127311059,22.714,2
"FI00208","2010",9.83886369227025,7.559,2
"FI00464","2010",27.6605423740215,16.541,2
"FI00465","2010",31.8943818819699,20.809,2
"FR20013","2010",36.9182206036102,89.772,2
"FR03029","2010",31.1245465608779,30.526,2
"FR33211","2010",28.7707290899025,25.116,2
"FR12044","2010",23.8276451068642,26.599,2
"FR04105","2010",42.3485675163432,39.419,2
"FR12030","2010",25.9387662898984,19.892,2
"FR23153","2010",17.1414715681992,12.445,2
"FR30020","2010",26.7769129550453,21.182,2
"FR13009","2010",34.7183857289088,31.982,2
"FR17001","2010",21.6154043935853,34.774,2
"FR17004","2010",21.2378618928476,26.328,2
"FR10031","2010",43.6778189409502,27.813,2
"FR14051","2010",26.1811959974838,19.862,2
"FR23188","2010",24.1629552874449,19.902,2
"FR29421","2010",31.2913732136305,34.509,2
"FR21001","2010",24.1073854417682,19.087,2
"FR21016","2010",34.8929228693003,35.16,2
"FR16053","2010",26.2976943307315,28.321,2
"FR31036","2010",18.2552016821515,16.668,2
"FR36005","2010",7.37927635462783,3.901,2
"FR04323","2010",36.3562442288368,29.303,2
"FR30019","2010",20.78791929981,18.549,2
"FR34041","2010",24.9318336261208,18.318,2
"FR20003","2010",42.6986941683455,66.087,2
"FR20045","2010",30.287023505127,33.074,2
"FR04002","2010",42.3771246893946,35.204,2
"FR31001","2010",23.6072653967099,18.93,2
"FR23174","2010",24.1205339614404,22.361,2
"FR07006","2010",27.2763980460413,22.524,2
"FR15045","2010",16.5567620765725,17.756,2
"FR15048","2010",21.1575714533056,19.675,2
"FR20049","2010",9.68578179589604,5.814,2
"FR12034","2010",20.037099183131,15.935,2
"FR11026","2010",28.4343231245706,26.407,2
"FR01005","2010",24.960527956813,22.678,2
"FR30016","2010",39.124393805915,34.573,2
"FR02012","2010",31.5548600293783,16.372,2
"FR23075","2010",19.8607239828913,15.532,2
"FR14012","2010",22.3053779914484,21.352,2
"FR34024","2010",22.1674147684149,17.931,2
"FR29439","2010",21.0726258074226,18.653,2
"FR35010","2010",16.6549307849224,47.526,2
"FR04098","2010",37.1149677563661,30.817,2
"FR12042","2010",22.639643869788,16.686,2
"FR32007","2010",18.6223568705065,21.663,2
"FR05077","2010",42.0158304583611,42.956,2
"FR07012","2010",17.8279265114963,19.314,2
"FR09015","2010",24.0321347917314,15.089,2
"FR03043","2010",35.4076412348512,29.48,2
"FR03004","2010",52.4494497030872,82.56,2
"FR03047","2010",37.2658927554266,33.468,2
"FR32006","2010",28.7734876786663,25.462,2
"FR34018","2010",20.7813329794774,15.182,2
"FR32005","2010",18.5692676584103,26.468,2
"FR16056","2010",33.7963906558288,29.561,2
"FR18019","2010",24.2563681686489,25.994,2
"FR10032","2010",16.6869558104322,15.172,2
"FR04055","2010",44.8728726981586,35.652,2
"FR31033","2010",16.2226587634162,14.129,2
"FR04012","2010",56.2779234047813,94.744,2
"FR08016","2010",33.0268323389553,24.14,2
"FR30018","2010",23.4034455172254,20.941,2
"FR08713","2010",21.4883839763164,18.598,2
"FR31016","2010",20.2888071661161,21.072,2
"FR16001","2010",34.6348646894009,25.172,2
"FR21040","2010",18.3224637055945,12.703,2
"FR10025","2010",21.5901336740821,18.844,2
"FR30028","2010",11.8173290699862,4.81,2
"FR14042","2010",19.4757210047283,17.675,2
"FR10007","2010",32.1675570060373,25.811,2
"FR19081","2010",14.8867184044112,12.762,2
"FR26019","2010",21.5587556670961,19.685,2
"FR26007","2010",26.3208343763732,19.385,2
"FR26010","2010",20.6385596090581,14.389,2
"FR26017","2010",22.8000038011038,16.081,2
"FR26002","2010",24.3527772371203,26.733,2
"FR14009","2010",22.6119588565658,21.981,2
"FR03068","2010",40.2435201015086,48.577,2
"FR01020","2010",30.0915755716137,27.442,2
"FR01019","2010",26.6414326415689,21.184,2
"FR23140","2010",32.8120187957743,39.066,2
"FR04034","2010",29.2073556978011,36.77,2
"FR27004","2010",27.8061237355829,29.729,2
"GB0996A","2010",21.9448656168625,26.014,2
"GB0033R","2010",15.5764812031626,8.682,2
