"var_name","vi"
"ROADS_EU_20p",41915.0840977024
"no2_10MACC",36168.8084729197
"ROADS_EU_10p",16763.3314011431
"ROADS_EU_50p",15249.4387726997
"MAJRDS_EU_1p",14631.4260285615
"pop2011",14020.8147705262
"MAJRDS_EUp",8983.52125350222
"ROADS_EU_1p",8339.2341541577
"clc10_10p",7826.37819824388
"ROADS_EU_2p",5342.67327384603
"ROADS_EUp",5004.68029921819
"clc10_12p",4787.2959611999
"clc10_25p",4457.54488169365
"MAJRDS_EU_2p",3806.5244630883
"no2_10SAT",3429.93377311869
"ROADS_EU_4p",3385.51008019024
"MAJRDS_EU_20p",3240.1367130253
"alt_t",3152.9712701885
"DEHM_NO2_2010",3074.81443213642
"ROADS_EU_3p",2846.34385167062
"ROADS_EU_5p",2794.40041708911
"clc10_15p",2655.83422436905
"ROADS_EU_7p",2604.49932473328
"clc10_18p",2598.20925775786
"clc10_8p",2494.22751387591
"ROADS_EU_100p",2405.59178769313
"RES_25",2160.52551417887
"RES_15",2139.36741106536
"MAJRDS_EU_100p",1931.49283162827
"clc10_30p",1928.95134603501
"clc10_20p",1873.09747830817
"MAJRDS_EU_50p",1790.57629286808
"MAJRDS_EU_10p",1765.66276533024
"RES_40",1698.00355733466
"RES_35",1621.75904594666
"RES_100",1550.67841651396
"clc3_100p",1542.63488094523
"RES_18",1515.96821048864
"RES_12",1459.52324726955
"RES_70",1443.94620336102
"clc3_30p",1443.45839339083
"clc14_100p",1441.9988569204
"MAJRDS_EU_3p",1435.88284846327
"RES_80",1430.14967564384
"RES_30",1410.15088318701
"RES_20",1338.62902291013
"RES_50",1315.74743108461
"clc3_35p",1305.6971700686
"clc3_40p",1210.60379777306
"RES_10",1208.47582479164
"clc3_70p",1194.03996867186
"clc3_60p",1183.17994187608
"clc3_50p",1148.95236436323
"clc3_15p",1148.26019899281
"clc3_80p",1139.50953929657
"clc10_40p",1138.06358945995
"clc10_50p",1130.31700298959
"clc3_25p",1096.6840587719
"clc3_20p",1081.13396104678
"clc14_50p",1036.91498239232
"RES_60",1030.9552374449
"MAJRDS_EU_5p",1011.11489542867
"clc10_100p",1010.33257453342
"clc14_60p",994.144649155263
"clc14_70p",938.193624777079
"MAJRDS_EU_7p",926.974351903498
"clc14_40p",925.346255457038
"clc14_30p",913.732626747331
"clc14_80p",892.617091652078
"clc14_35p",883.281425190157
"clc10_70p",880.723396621903
"RES_8",874.95812914752
"clc10_60p",870.919256311705
"clc14_25p",857.880838618393
"clc10_7p",857.644995641742
"clc10_35p",825.410779315439
"clc3_18p",759.373268862296
"RES_7",742.226013869356
"clc7_10p",710.524759305735
"MAJRDS_EU_4p",709.996276783493
"clc10_80p",692.255983615334
"clc10_5p",662.59511149711
"clc14_20p",619.547008650964
"clc3_12p",617.800254877115
"clc10_6p",606.23959691342
"RES_6",567.249720551889
"RES_4",563.769393365442
"clc3_10p",543.52116729498
"clc14_12p",513.937553772919
"clc10_4p",500.130300732149
"clc14_15p",492.389850580649
"RES_5",482.839659371707
"clc14_18p",466.813516564874
"clc14_10p",453.656235193372
"clc14_8p",448.567227050024
"clc3_8p",375.092164925222
"clc5_35p",368.235169475627
"RES_3",368.001417899677
"clc5_100p",363.00453940906
"clc7_8p",330.53790906374
"clc14_7p",326.686396595897
"clc10_3p",313.334947417998
"clc10_2p",296.049853021404
"clc5_40p",273.357784058424
"clc3_7p",255.741800604509
"clc3_6p",243.002312903607
"RES_2",240.336675052648
"clc3_4p",230.513720303974
"clc14_5p",224.591958604723
"clc3_5p",219.66069251614
"clc5_70p",205.74851601984
"clc5_50p",198.153349344993
"clc5_80p",188.864772813214
"clc5_30p",176.323772787417
"clc14_6p",175.8920730413
"clc5_60p",174.034341304593
"clc14_4p",163.560466603421
"clc7_3p",163.326554200096
"clc7_7p",161.165307669695
"clc5_25p",157.822456095759
"clc5_18p",156.902842446479
"clc5_10p",149.841882966247
"clc5_20p",148.815502203778
"clc7_2p",145.375142107199
"clc3_3p",136.235542725523
"clc5_12p",134.433721673513
"clc7_6p",134.120984078399
"RES_1",133.582635853948
"clc10_1p",132.024508240937
"clc7_4p",131.047049964605
"clc5_15p",128.853791826968
"clc7_5p",125.657535440242
"clc3_2p",69.5964976087196
"clc14_2p",67.2825202088249
"clc14_3p",61.4688220321742
"clc3_1p",56.3721797840372
"clc14_1p",47.2975950576329
"RES",43.5684323176104
"clc5_7p",40.1749660286519
"clc5_8p",32.0299256765659
"clc10p",28.0316502970262
"clc5_5p",25.799106171739
"clc14p",24.4494187691645
"clc7_1p",24.3406914737596
"clc5_4p",21.1147606790238
"clc5_6p",20.6710790550802
"clc5_1p",16.1021866649435
"clc3p",16.0464941848871
"clc5_2p",12.0859217139537
"clc5_3p",10.1580301504888
"clc7p",8.99830099118536
"clc5p",2.2828539660308
