"","station_european_code","year","gwr","obs","nfold"
"1","AT30201",2010,20.8841216840287,17.253,1
"2","AT31406",2010,19.7666329854213,30.156,1
"3","AT4S156",2010,26.1625416873268,22.666,1
"4","AT60198",2010,24.9549335551904,22.445,1
"5","AT60164",2010,37.0117843982452,51.298,1
"6","AT60139",2010,28.4979266477149,31.434,1
"7","AT72223",2010,52.3251488676852,50.316,1
"8","AT30301",2010,15.570218705921,16.125,1
"9","AT72227",2010,22.4067728449408,40.234,1
"10","AT52000",2010,29.0442173366523,47.917,1
"11","AT52100",2010,13.6294720924113,15.283,1
"12","AT60179",2010,26.5807929906761,20.515,1
"13","AT72110",2010,35.8065864343269,43.617,1
"14","AT60119",2010,20.6412435025169,19.639,1
"15","AT72538",2010,14.6848955661244,24.807,1
"16","AT60142",2010,20.8800705056862,20.728,1
"17","AT60141",2010,18.4349087537614,27.502,1
"18","AT72912",2010,13.1396812717949,14.191,1
"19","AT4S431",2010,42.6359758126641,48.324,1
"20","AT60156",2010,7.90856629397557,4.369,1
"21","AT2SP10",2010,13.457213071502,12.736,1
"22","AT32701",2010,31.1554835601081,23.963,1
"23","AT2SP18",2010,27.6527103503098,24.835,1
"24","AT4S407",2010,24.2495795648897,18.214,1
"25","AT90FLO",2010,40.6068105543823,31.753,1
"26","AT90MBA",2010,39.3560246019467,57.802,1
"27","AT900ZA",2010,36.5261132415354,23.809,1
"28","AT72530",2010,25.939735176117,31.857,1
"29","AT60114",2010,20.2618811807237,20.65,1
"30","BELGK09",2010,21.2493052837273,28.074,1
"31","BELML01",2010,35.4316302592403,33.425,1
"32","BELSZ02",2010,27.0148232050978,27.716,1
"33","BETWOL1",2010,62.022817779809,39.285,1
"34","BETM802",2010,40.316404127905,43.954,1
"35","BETN016",2010,19.3919806915004,22.659,1
"36","BETN046",2010,27.5897813461564,22.887,1
"37","BETR010",2010,38.6723254428304,30.937,1
"38","BETR821",2010,31.8715762629034,30.22,1
"39","BETR831",2010,29.9628698528628,33.874,1
"40","BETR891",2010,24.7808594297257,39.893,1
"41","BETR892",2010,25.4221310990524,38.873,1
"42","BETN113",2010,11.1029515819907,9.998,1
"43","BETN132",2010,15.0109551167477,12.711,1
