"rf","obs","res","station_european_code","country_code","component_code","component_caption","year","airid","country_is","type_of_st","alt10_enh","NO2_2010","Xcoord","Ycoord","clc10_100p","clc10_10p","clc10_12p","clc10_15p","clc10_18p","clc10_1p","clc10_20p","clc10_25p","clc10_2p","clc10_30p","clc10_35p","clc10_3p","clc10_40p","clc10_4p","clc10_50p","clc10_5p","clc10_60p","clc10_6p","clc10_70p","clc10_7p","clc10_80p","clc10_8p","clc10p","clc14_100p","clc14_10p","clc14_12p","clc14_15p","clc14_18p","clc14_1p","clc14_20p","clc14_25p","clc14_2p","clc14_30p","clc14_35p","clc14_3p","clc14_40p","clc14_4p","clc14_50p","clc14_5p","clc14_60p","clc14_6p","clc14_70p","clc14_7p","clc14_80p","clc14_8p","clc14p","clc3_100p","clc3_10p","clc3_12p","clc3_15p","clc3_18p","clc3_1p","clc3_20p","clc3_25p","clc3_2p","clc3_30p","clc3_35p","clc3_3p","clc3_40p","clc3_4p","clc3_50p","clc3_5p","clc3_60p","clc3_6p","clc3_70p","clc3_7p","clc3_80p","clc3_8p","clc3p","clc5_100p","clc5_10p","clc5_12p","clc5_15p","clc5_18p","clc5_1p","clc5_20p","clc5_25p","clc5_2p","clc5_30p","clc5_35p","clc5_3p","clc5_40p","clc5_4p","clc5_50p","clc5_5p","clc5_60p","clc5_6p","clc5_70p","clc5_7p","clc5_80p","clc5_8p","clc5p","clc7_10p","clc7_1p","clc7_2p","clc7_3p","clc7_4p","clc7_5p","clc7_6p","clc7_7p","clc7_8p","clc7p","MAJRDS_EU_100p","MAJRDS_EU_10p","MAJRDS_EU_1p","MAJRDS_EU_20p","MAJRDS_EU_2p","MAJRDS_EU_3p","MAJRDS_EU_4p","MAJRDS_EU_50p","MAJRDS_EU_5p","MAJRDS_EU_7p","MAJRDS_EUp","ROADS_EU_100p","ROADS_EU_10p","ROADS_EU_1p","ROADS_EU_20p","ROADS_EU_2p","ROADS_EU_3p","ROADS_EU_4p","ROADS_EU_50p","ROADS_EU_5p","ROADS_EU_7p","ROADS_EUp","no2_10MACC","no2_10SAT","XY","RES","RES_1","RES_2","RES_3","RES_4","RES_5","RES_6","RES_7","RES_8","RES_10","RES_12","RES_15","RES_18","RES_20","RES_25","RES_30","RES_35","RES_40","RES_50","RES_60","RES_70","RES_80","RES_100","REGION","strata_run5","pop2011","DEHM_NO2_2010","PREDNO2LURFULL","climate_zone","zone.name","zoneID","index","nfold","x_trun","y_trun","alt_t","df_type"
36.0229031666667,35.894,-0.128903166666667,"CH0010A","CH",8,"NO2","2006",710,"CH","Background",412,32.814,4209947.153,2697099.987,13961,317,441,707,973,5,1194,1825,13,2465,3058,29,3598,49,4932,81,6624,113,8177,149,10085,197,1,-9409,0,0,-2,-21,0,-39,-103,0,-294,-642,0,-1168,0,-2336,0,-3451,0,-4796,0,-6042,0,0,1543,0,4,44,95,0,133,234,0,333,375,0,427,0,615,0,802,0,981,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303649,3231,0,32948,0,0,0,110288,0,0,0,871478,24285,223,88702,304,936,2062,295265,4392,9884,0,15.53578091,2.062742472,1.14e+13,1,5,13,24,38,64,91,123,164,270,383,599,806,982,1493,2011,2536,3007,4140,5641,6950,8576,11201,3,4,12317,12.2067357,35.92117,6,"Continental",3,216,1,0.539673325395691,0.337023271349102,-0.465791260586892,"train"
48.4755403,38.834,-9.64154029999995,"CH0013A","CH",8,"NO2","2006",712,"CH","Traffic",443,36.157,4210676.268,2698105.559,14335,317,438,678,920,5,1109,1622,13,2170,2914,29,3710,49,5408,81,6750,113,8295,149,10438,197,1,-9050,0,-3,-31,-85,0,-137,-303,0,-496,-712,0,-953,0,-1700,0,-2989,0,-4619,0,-5896,0,0,1585,3,23,86,126,0,144,176,0,241,453,0,585,0,747,0,915,0,1010,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309910,5911,336,31475,818,1428,1898,119839,2316,3465,226,876077,22667,822,84300,1662,3495,5608,327036,7406,12361,328,15.53578091,2.062742472,1.14e+13,1,5,13,29,49,81,113,149,197,303,385,548,735,901,1362,1824,2338,2995,4495,5641,6937,8471,11337,3,3,11881,12.2067357,49.77443,6,"Continental",3,218,3,0.539927046411707,0.337322812745039,-0.482794501519218,"train"
23.411065,17.637,-5.77406499999999,"DENW094","DE",8,"NO2","2006",716,"DE","Background",201,18.435,4045500.254,3078807.72,9364,261,349,480,620,5,737,1050,13,1441,1882,29,2386,49,3425,81,4521,108,5370,135,6426,170,1,-5213,0,0,-17,-90,0,-177,-427,0,-737,-1057,0,-1388,0,-1929,0,-2422,0,-3035,0,-3734,0,0,1151,0,0,0,0,0,0,0,0,35,158,0,323,0,721,0,778,0,801,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,-1,-5,-13,0,240613,5116,0,13357,0,101,734,103618,1421,2550,0,595581,11174,227,32948,569,1045,2100,204387,3970,6953,8,17.77741623,5.162730694,1.25e+13,1,5,13,29,49,81,108,135,170,261,349,480,620,737,1050,1406,1718,2042,2651,3671,4483,5439,7967,3,2,3132,15.71468103,30.00232,6,"Continental",3,219,2,0.482448286416979,0.450726981458915,-0.327383598873943,"train"
26.6858659,24.317,-2.36886589999998,"DEBW029","DE",8,"NO2","2006",717,"DE","Background",422,22.466,4328069.535,2859409.542,3169,221,283,395,547,5,671,941,13,1147,1310,28,1392,45,1626,73,1911,100,2174,125,2611,155,1,-11634,-3,-20,-95,-183,0,-250,-336,0,-436,-821,0,-1381,0,-2570,0,-3852,0,-5343,0,-7058,0,0,440,9,26,44,62,0,82,134,0,188,237,0,268,0,327,2,368,3,380,4,439,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106186,0,0,1658,0,0,0,26480,0,0,0,368827,11546,243,42521,820,1895,2767,130928,4152,6864,0,12.69558811,1.867909431,1.24e+13,1,5,13,28,45,71,97,121,151,212,257,351,485,589,807,959,1073,1124,1299,1543,1780,2124,2672,3,5,2367,9.406682196,27.90454,6,"Continental",3,220,3,0.580778131599475,0.385372301233107,-0.471343199877499,"train"
16.9781617666666,16.07,-0.908161766666645,"DENI052","DE",8,"NO2","2006",720,"DE","Background",37,14.115,4295585.393,3302359.384,2317,52,60,72,101,1,113,122,5,137,253,11,466,15,808,21,1111,26,1476,31,1809,36,0,-12781,-50,-81,-152,-255,0,-346,-588,0,-903,-1365,0,-1745,0,-2855,-3,-4176,-9,-5860,-15,-7867,-24,0,269,0,0,0,0,0,0,0,0,0,0,0,37,0,53,0,112,0,143,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104483,292,0,7881,0,0,0,49936,0,0,0,285808,4773,103,19962,270,647,794,94849,1198,1735,0,10.44055462,2.003035307,1.42e+13,0,1,5,11,15,21,26,31,36,52,60,72,101,113,122,137,253,429,755,999,1333,1581,2048,3,4,424,8.5993032,17.81037,4,"Atlantic",2,221,4,0.569474140442184,0.517318908738582,-0.14782502241793,"train"
28.5524996,25.029,-3.52349960000003,"DETH011","DE",8,"NO2","2006",722,"DE","Traffic",193,18.453,4492127.273,3100232.524,2890,310,426,650,816,5,913,1045,13,1159,1327,29,1522,49,1781,81,2161,113,2312,149,2462,196,1,-4929,0,0,-12,-46,0,-68,-89,0,-89,-92,0,-116,0,-186,0,-432,0,-1379,0,-2469,0,0,305,0,0,0,4,0,32,105,0,132,178,0,184,0,222,0,234,0,261,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-1,0,88873,1230,0,7367,0,0,0,43002,0,0,0,368339,14734,459,35701,895,1961,2963,130235,4069,7593,144,12.73773098,2.327698469,1.39e+13,1,5,13,29,49,81,113,149,196,310,426,650,812,881,939,1004,1125,1287,1359,1485,1593,1732,2125,3,1,3913,9.18551161,29.76816,6,"Continental",3,222,3,0.637867748423501,0.457109036346904,-0.320963689389232,"train"
15.0309103,14.161,-0.869910300000017,"DENI063","DE",8,"NO2","2006",725,"DE","Background",-1,14.643,4300108.474,3379651.474,5005,93,132,193,224,2,236,257,4,321,384,8,485,10,616,11,1367,14,2405,23,3321,39,0,-5138,0,0,0,0,0,0,0,0,-58,-185,0,-381,0,-1009,0,-1543,0,-2452,0,-3297,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,179,0,251,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,83,0,91,0,0,0,0,0,0,0,0,0,0,0,0,57748,0,0,0,0,0,0,0,0,0,0,244720,2704,0,10100,0,0,0,45130,0,416,0,13.96450138,2.478596926,1.45e+13,0,2,4,8,10,11,14,23,39,93,132,193,224,236,257,321,384,485,616,1262,2143,2979,4267,3,4,25,9.388546698,17.83535,4,"Atlantic",2,223,1,0.571048104366726,0.540342800149086,-0.045619792334616,"train"
10.0002582666667,10.492,0.491741733333328,"DEBY109","DE",8,"NO2","2006",728,"DE","Background",699,8.039,4412155.418,2762437.519,2554,0,0,0,0,0,2,29,0,94,128,0,152,0,385,0,640,0,1001,0,1479,0,0,-16138,-228,-320,-510,-664,0,-753,-887,-1,-1040,-1379,-4,-1904,-13,-3390,-38,-5238,-64,-7568,-92,-10140,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68857,1735,0,3916,0,0,0,22188,0,0,0,262337,3671,0,10581,0,100,501,60474,902,1226,0,7.335915089,1.737178326,1.22e+13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,94,128,152,385,640,1001,1479,2554,3,1,51,8.567039593,10.14003,6,"Continental",3,224,2,0.610038749838524,0.356486119899301,-0.60521493675141,"train"
28.1121317666667,27.968,-0.144131766666703,"DESN001","DE",8,"NO2","2006",730,"DE","Background",556,26.327,4533279.291,3055349.639,3000,238,306,402,472,5,530,634,12,706,838,26,1022,44,1289,71,1540,97,1772,126,2090,162,1,-8771,0,-6,-39,-81,0,-106,-219,0,-314,-372,0,-467,0,-665,0,-1461,0,-2846,0,-4420,0,0,283,2,7,17,25,0,32,32,0,32,39,0,89,0,128,0,128,0,159,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64957,2735,181,9504,375,701,955,31588,1207,1804,108,251367,6222,330,16303,553,1079,1410,77025,2344,4123,152,10.23641014,1.860986948,1.39e+13,1,5,12,26,44,71,97,126,162,236,299,385,447,498,602,672,774,901,1129,1380,1581,1795,2622,3,5,1883,8.069277392,26.06179,5,"Alpine",1,225,1,0.652188029611063,0.443739250765609,-0.54026239433691,"train"
24.7763434333333,23.496,-1.28034343333333,"DEBY002","DE",8,"NO2","2006",738,"DE","Background",485,21.501,4477717.398,2996319.949,1404,164,193,209,221,5,228,235,13,238,263,28,325,45,412,67,566,85,648,102,794,123,1,-13537,-21,-41,-120,-238,0,-334,-599,0,-910,-1295,0,-1687,0,-2761,0,-4076,0,-6278,-2,-8408,-6,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67149,1235,0,3964,0,0,0,11117,0,390,0,296661,6495,236,19076,408,867,1649,84623,2257,3863,95,12.42732143,1.789800644,1.34e+13,1,5,13,28,45,67,85,102,123,164,193,209,221,228,235,238,263,325,410,526,581,611,1131,3,1,1862,8.317373338,24.69649,6,"Continental",3,227,2,0.6328533294009,0.426155392280792,-0.504918575564469,"train"
32.0178122,34.944,2.92618780000002,"DEST095","DE",8,"NO2","2006",744,"DE","Traffic",117,30.519,4421069.198,3184240.61,2412,189,250,380,527,5,633,787,13,887,919,29,929,48,981,71,1188,90,1512,110,1838,134,1,-1380,0,0,0,0,0,0,0,0,-7,-58,0,-98,0,-115,0,-117,0,-197,0,-525,0,0,470,22,36,62,106,0,140,223,0,271,280,0,280,0,280,1,335,3,354,6,354,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-109,0,0,0,-1,-10,-23,-39,-60,0,93975,3279,298,8201,747,1155,1328,40761,1599,2331,106,215950,5138,298,16212,747,1155,1328,67740,1599,2510,106,8.324882507,1.956127167,1.41e+13,1,5,13,29,48,70,87,103,121,160,201,291,373,431,495,547,570,580,632,784,1089,1401,1818,3,1,3490,8.022092149,26.10524,6,"Continental",3,229,1,0.61314061074955,0.482133499389218,-0.251943537932473,"train"
34.2801773,33.748,-0.532177299999979,"DEBY007","DE",8,"NO2","2006",751,"DE","Background",484,40.318,4386837.584,2807406.423,9397,317,441,702,969,5,1181,1742,13,2462,3287,29,4010,49,5254,81,6365,113,7260,149,8233,197,1,-6170,0,0,0,-16,0,-25,-43,0,-49,-57,0,-76,0,-343,0,-869,0,-1535,0,-2395,0,0,1761,54,83,122,133,0,144,196,0,297,550,0,795,0,1071,4,1245,9,1451,15,1526,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201931,6356,0,22946,0,0,218,120054,1397,2771,0,526951,16312,562,59585,1016,1418,2007,261309,4614,8220,0,12.78885651,2.169220924,1.23e+13,1,5,13,29,49,77,104,134,171,257,347,560,802,996,1496,2108,2669,3138,4010,4822,5395,6185,7101,3,3,8012,11.25951729,30.48675,6,"Continental",3,230,2,0.601228525709539,0.369881528957917,-0.504403089390706,"train"
53.9729326333334,56.579,2.60606736666661,"DEBY006","DE",8,"NO2","2006",754,"DE","Traffic",502,51.141,4387346.756,2806080.337,9572,312,427,660,927,5,1150,1771,13,2443,3135,29,3860,49,5228,81,6055,113,7101,149,8184,195,1,-6279,0,0,0,0,0,0,-1,0,-69,-220,0,-406,0,-725,0,-1161,0,-1821,0,-2634,0,0,1792,12,22,51,96,0,158,303,0,475,597,0,719,0,1020,0,1159,0,1282,1,1499,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,-2,0,200745,10034,708,28992,1173,1971,2429,96623,3667,6033,214,526558,19511,898,62329,1500,2550,3225,238346,5093,9879,304,12.78885651,2.169220924,1.23e+13,1,5,13,29,49,77,102,127,160,257,358,554,770,927,1391,1891,2444,3011,4059,4706,5500,6280,7221,3,5,8091,11.25951729,48.29619,6,"Continental",3,232,3,0.601405709880989,0.369486512338946,-0.513602688002924,"train"
22.8719814666666,22.693,-0.178981466666642,"DEBY099","DE",8,"NO2","2006",755,"DE","Background",494,23,4387992.513,2801799.962,9318,272,338,428,535,5,630,874,13,1177,1576,29,1971,49,3014,81,4353,113,5655,146,7034,187,1,-6401,-31,-53,-105,-170,0,-214,-368,0,-609,-971,0,-1351,0,-1863,0,-2427,0,-3141,-3,-4137,-10,0,1648,114,125,146,190,4,220,258,9,299,353,16,436,22,625,32,723,43,900,57,1174,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174920,0,0,12230,0,0,0,61272,0,0,0,515620,5108,0,25347,0,444,1486,134686,2219,3280,0,12.78108025,2.076077938,1.23e+13,0,1,4,13,27,49,70,89,109,158,213,282,329,366,531,782,1122,1424,2222,3428,4527,5631,7384,3,2,671,11.25951729,20.7794,6,"Continental",3,233,3,0.601630423571065,0.368211467386788,-0.509534483836494,"train"
19.5758024,18.653,-0.922802400000013,"DEBE051","DE",8,"NO2","2006",759,"DE","Background",59,14.036,4557104.148,3287271.869,8677,114,144,217,289,4,353,577,9,897,1193,19,1573,30,2387,44,3177,57,3910,72,4917,86,1,-8233,-155,-216,-338,-456,-1,-535,-702,-4,-848,-985,-10,-1021,-18,-1370,-31,-2163,-46,-3517,-64,-4903,-90,0,592,0,0,0,0,0,0,0,0,0,23,0,75,0,116,0,168,0,197,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179314,0,0,1403,0,0,0,50042,0,0,0,421907,6043,0,17430,313,460,939,111191,1937,3662,0,14.68585587,1.670080304,1.5e+13,1,4,9,19,30,44,57,72,86,114,144,217,289,353,577,897,1161,1451,2193,2875,3579,4533,7823,3,5,1544,11.81810124,21.02618,6,"Continental",3,234,2,0.660478720276426,0.512824615635441,-0.182479169338464,"train"
55.6900618,53.52,-2.17006180000003,"DEBE065","DE",8,"NO2","2006",764,"DE","Traffic",42,42.167,4556469.938,3272817.436,24915,317,441,709,1001,5,1234,1868,13,2535,3352,29,4428,49,6903,81,9958,113,13316,149,16742,197,1,-428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,-59,0,-163,0,0,3090,18,30,56,97,0,151,359,0,464,533,0,745,0,1106,0,1535,0,1932,0,2465,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356312,3840,603,18420,922,1311,1679,110452,1970,2634,201,1045232,14630,603,53266,974,2122,2738,309490,3953,7480,201,14.87192345,2.467894077,1.49e+13,1,5,13,29,49,81,113,149,193,299,411,647,867,1023,1399,1939,2676,3525,5567,8028,10668,13381,20744,3,4,18777,11.81810124,44.61917,6,"Continental",3,236,4,0.660258024768081,0.508518906011178,-0.156376769594075,"train"
17.1287773666667,16.16,-0.968777366666661,"DEBE062","DE",8,"NO2","2006",766,"DE","Background",63,13.315,4543976.437,3287744.528,9922,28,62,190,336,0,468,833,0,1324,1784,0,2152,0,2855,0,4144,0,5716,0,7092,4,0,-12954,-257,-324,-401,-459,-5,-493,-581,-13,-664,-976,-29,-1579,-49,-3038,-79,-4261,-109,-5890,-142,-8157,-180,-1,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,546,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162538,2037,0,4070,77,335,717,40829,999,1240,0,442195,2037,0,11471,77,335,717,101278,999,1240,0,14.0207653,2.16881752,1.49e+13,0,0,0,0,0,0,0,0,4,28,62,190,336,468,833,1324,1777,2107,2790,3773,5048,6025,8182,3,1,94,11.81810124,13.39037,6,"Continental",3,237,3,0.655910474975089,0.512965412054456,-0.188095222414365,"train"
15.9219248,16.832,0.910075199999971,"DEBE032","DE",8,"NO2","2006",768,"DE","Background",67,15.384,4540074.312,3267508.017,17308,0,0,0,0,0,0,1,0,135,498,0,1099,0,2795,0,4959,0,7850,0,11171,0,0,-9614,-317,-441,-709,-1009,-5,-1257,-1960,-13,-2685,-3294,-29,-3766,-49,-4479,-81,-5107,-113,-5776,-149,-6562,-197,-1,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,136,0,422,0,930,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208102,1407,0,7053,0,0,0,37603,0,0,0,784595,2473,0,10653,0,0,0,143588,0,0,0,13.23939037,3.040273666,1.48e+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,486,1072,2673,4767,7372,10167,15280,3,2,0,9.921152423,12.31411,6,"Continental",3,238,1,0.654552594366925,0.506937327786176,-0.193548387096774,"train"
27.4370849666666,24.524,-2.91308496666665,"DEBE066","DE",8,"NO2","2006",777,"DE","Background",39,21.587,4560665.11,3269809.177,23482,310,417,626,861,5,1033,1489,13,2085,2887,29,3700,49,5847,81,8676,113,12108,149,15805,196,1,-3174,0,0,-8,-25,0,-34,-36,0,-53,-86,0,-147,0,-300,0,-493,0,-719,0,-1317,0,0,3364,37,42,62,88,0,109,163,0,268,458,0,532,1,904,6,1470,11,2120,16,2581,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,-1,0,290993,3916,0,7962,202,1007,1410,65490,1813,2634,0,833310,8576,112,19834,596,1922,2608,182728,3623,5251,0,12.84987164,2.499354601,1.49e+13,1,5,13,29,48,75,102,133,173,271,372,524,701,844,1237,1717,2281,2972,4693,6878,9506,12635,18991,3,5,8150,10.6519148,24.59864,6,"Continental",3,240,4,0.661717881309507,0.507622801008057,-0.151303734187853,"train"
59.2580697,59.175,-0.0830696999999674,"DEBE064","DE",8,"NO2","2006",797,"DE","Traffic",45,53.114,4554202.285,3269103.88,26630,296,396,625,893,5,1111,1662,13,2391,3314,29,4224,49,6610,81,9440,113,12847,148,16841,193,1,-281,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,-162,0,-208,0,-214,0,0,3437,0,0,0,20,0,59,157,0,303,507,0,618,0,912,0,1159,0,1568,0,2189,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,-1,-4,0,380887,3999,530,10998,570,936,1294,113536,1644,2325,55,1183503,16204,651,44101,914,2134,3273,317202,4945,8325,55,14.7705946,2.490365028,1.49e+13,1,5,13,29,49,81,113,148,193,296,396,608,824,971,1323,1768,2388,3182,5125,7673,10642,13842,22047,3,3,23379,11.34183143,39.26892,6,"Continental",3,243,4,0.659468915748061,0.507412706009459,-0.161290322580645,"train"
34.8977266666667,31.455,-3.44272666666669,"DEBE034","DE",8,"NO2","2006",798,"DE","Background",40,28.388,4553949.575,3269954.546,26574,305,416,648,888,5,1100,1726,13,2480,3378,29,4471,49,6798,81,9623,113,12823,149,17102,195,1,-253,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-66,0,-197,0,-211,0,0,3420,0,0,0,5,0,16,42,0,155,298,0,505,0,889,0,1211,0,1556,0,2161,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,-2,0,382745,5351,0,17105,0,0,98,131504,1039,3226,0,1198310,16203,111,52341,546,1145,2502,348815,4363,9192,0,14.7705946,2.490365028,1.49e+13,1,5,13,29,49,81,113,149,195,305,416,648,870,1033,1480,1992,2664,3497,5334,7800,10607,14178,21996,3,1,17836,11.34183143,30.65636,6,"Continental",3,244,2,0.659380976482023,0.507666103758318,-0.153013435169438,"train"
60.6796713333334,61.293,0.613328666666646,"DEBE061","DE",8,"NO2","2006",810,"DE","Traffic",49,53.635,4546442.556,3266727.197,22231,317,441,695,970,5,1189,1789,13,2558,3496,29,4545,49,6974,81,9664,113,12459,149,15359,197,1,-4604,0,0,0,0,0,0,-13,0,-50,-126,0,-249,0,-558,0,-1093,0,-1827,0,-2599,0,0,2394,0,0,0,8,0,21,48,0,74,136,0,168,0,356,0,676,0,996,0,1383,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312321,6557,225,22353,333,573,911,94626,1254,1960,111,1052671,22505,349,82635,671,1336,2016,397069,3113,7525,111,14.79432011,2.903540611,1.49e+13,1,5,13,29,49,81,113,149,197,317,441,695,962,1168,1741,2484,3357,4350,6484,8618,10955,13450,19087,3,2,11941,11.34183143,41.18824,6,"Continental",3,247,4,0.656768647167811,0.506704735875527,-0.167617820087311,"train"
11.3561851,12.105,0.748814900000008,"DEHE046","DE",8,"NO2","2006",822,"DE","Background",353,10.186,4246462.188,3147227.798,1525,0,0,0,0,0,0,13,0,32,32,0,32,0,112,0,248,0,567,0,952,0,0,-11119,0,0,-1,-16,0,-33,-238,0,-532,-906,0,-1363,0,-2510,0,-3847,0,-5329,0,-7468,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64603,0,0,0,0,0,0,0,0,0,0,243159,1743,0,7242,0,0,0,51343,100,678,0,10.05203533,1.701516271,1.34e+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,32,32,112,248,539,912,1416,3,1,0,7.782063304,12.59447,4,"Atlantic",2,249,3,0.552380006481748,0.471108063742629,-0.431583489040634,"train"
30.1974293333333,31.682,1.48457066666665,"DERP022","DE",8,"NO2","2006",827,"DE","Background",108,31.76,4167519.737,2972183.589,3806,312,422,632,812,5,897,1052,13,1182,1385,29,1555,49,1835,81,2122,113,2546,149,3017,197,1,-4429,0,0,-3,-25,0,-53,-156,0,-356,-644,0,-862,0,-1237,0,-1629,0,-2140,0,-2636,0,0,552,22,34,65,100,0,131,215,0,264,314,0,324,0,324,0,324,0,376,0,433,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150857,2036,0,4669,0,145,400,42485,564,989,0,399576,8668,339,18768,815,1976,2660,103935,3575,5313,101,15.24307632,2.455537319,1.24e+13,1,5,13,29,49,81,113,149,191,290,388,567,712,766,837,918,1071,1231,1511,1789,2104,2518,3188,3,3,3949,10.82713203,28.27213,6,"Continental",3,250,3,0.524909224952751,0.418965614753948,-0.242472522231821,"train"
21.3481789666667,19.206,-2.14217896666668,"DEBY079","DE",8,"NO2","2006",829,"DE","Background",464,20.592,4535552.745,2738543.269,1203,159,190,250,293,3,325,413,8,487,533,16,592,31,716,55,791,79,927,100,952,122,0,-25265,-76,-135,-278,-490,0,-669,-1254,0,-2003,-2934,0,-4006,0,-6409,-3,-9315,-8,-12585,-16,-16577,-31,0,46,46,46,46,46,3,46,46,8,46,46,16,46,23,46,29,46,35,46,40,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103524,4035,0,9919,0,239,637,28493,948,2275,0,199736,9232,0,16926,0,239,853,49423,2685,5733,0,10.55714989,1.625975728,1.24e+13,0,0,0,0,8,26,44,60,78,113,144,204,247,279,367,441,487,546,670,745,881,900,1138,3,1,1238,5.694788849,14.78805,6,"Continental",3,251,4,0.652979157291533,0.349368462486551,-0.493980413906889,"train"
31.3981414333333,30.793,-0.605141433333294,"DEBY009","DE",8,"NO2","2006",837,"DE","Background",236,33.407,4384783.826,2976589.066,4364,299,409,611,810,5,965,1372,13,1851,2224,29,2427,49,2773,80,2963,112,3282,147,3512,191,1,-10933,0,0,0,-1,0,-20,-72,0,-151,-317,0,-647,0,-1704,0,-3270,0,-5623,0,-7425,0,0,679,34,46,71,107,0,145,310,0,463,532,1,552,3,596,7,620,11,651,15,666,20,0,57,0,3,15,26,0,35,57,0,57,57,0,57,0,57,0,57,0,57,0,57,0,0,-12,0,0,0,0,0,0,0,-3,0,147352,0,0,479,0,0,0,71720,0,0,0,417701,12628,406,36956,711,1151,1983,174813,3177,6521,116,14.98006153,1.754222512,1.31e+13,1,5,13,28,46,73,101,132,171,254,333,480,625,733,953,1247,1522,1698,2000,2166,2454,2669,3508,3,5,5455,10.41464402,30.29101,6,"Continental",3,252,4,0.600513848921363,0.420277925289987,-0.354104812904841,"train"
