"station_european_code","year","gwr","obs","nfold"
"AT2M121","2010",20.6002796246836,14.072,3
"AT4S125","2010",21.5712782239663,14.656,3
"AT30202","2010",10.5596832094066,9.992,3
"AT30407","2010",16.3477548764058,15.668,3
"AT80709","2010",36.3954591072608,40.283,3
"AT60118","2010",16.8396998441875,14.759,3
"AT30601","2010",18.3152447075531,17.537,3
"AT60106","2010",26.8150229765902,24.079,3
"AT60143","2010",20.7564258136194,20.701,3
"AT31905","2010",14.2303658658415,13.867,3
"AT31204","2010",21.8826004496547,19.495,3
"AT32301","2010",27.0205222918344,23.267,3
"AT30104","2010",36.2236116472159,28.388,3
"AT2SV24","2010",29.536012692297,24.406,3
"AT4S173","2010",22.203942995717,24.11,3
"AT30302","2010",13.0630314815892,15.851,3
"AT4S199","2010",15.4079223791324,13.009,3
"AT31903","2010",14.5748689723046,14.015,3
"AT4S404","2010",30.4019752036417,26.964,3
"AT72822","2010",34.9194552983699,41.544,3
"AT0VOR1","2010",9.67148445276792,4.398,3
"AT31402","2010",38.0693639010752,26.528,3
"AT82801","2010",24.9218980247331,29.069,3
"AT9BELG","2010",35.6662625276577,35.667,3
"AT9GAUD","2010",56.8554659469241,34.873,3
"AT900KE","2010",37.2898751441445,31.646,3
"AT9SCHA","2010",27.6442530774287,19.484,3
"AT9STAD","2010",44.2630946018387,30.741,3
"AT9STEF","2010",43.1008244626291,29.828,3
"AT90TAB","2010",38.6190915930488,42.749,3
"AT2WO15","2010",37.4897050839194,33.919,3
"AT31902","2010",15.0524178409738,14.211,3
"BELSZ01","2010",30.3804452743184,31.102,3
"BETB004","2010",44.8767288557061,42.86,3
"BETB006","2010",39.095224624739,36.582,3
"BETN027","2010",29.0515956820556,22.047,3
"BETN054","2010",22.1566319041678,21.592,3
"BETR822","2010",32.8367374495859,40.261,3
"BETR832","2010",34.926948675198,33.774,3
"BETR841","2010",38.9236204081045,34.845,3
"BETR897","2010",35.254540256856,35.106,3
"BETN073","2010",18.6386935681652,16.115,3
"BETN085","2010",8.82237486506343,8.198,3
"BETR240","2010",22.8948912898805,23.834,3
"BETN052","2010",27.4874621818197,26.091,3
"BETR731","2010",27.3977691770252,29.467,3
"BETE013","2010",35.2341517589962,32.481,3
"BETE703","2010",26.5572250702166,21.896,3
"BETE811","2010",25.4378140779902,26.127,3
"CH0049A","2010",41.3129255934379,33.644,3
"CH0040A","2010",34.2676201431975,32.601,3
"CH0016A","2010",13.068040057121,12.632,3
"CH0050A","2010",25.1031279194356,21.582,3
"CH0024A","2010",14.649562218206,19.201,3
"CH0042A","2010",34.6266700088187,31.221,3
"CH0046A","2010",32.2493339617291,24.295,3
"CH0013A","2010",53.2761559253854,36.157,3
"DENI052","2010",15.7512099242522,14.115,3
"DEBY109","2010",10.9681671195945,8.039,3
"DEBY001","2010",41.9190395714702,34.551,3
"DEBE065","2010",42.0020406796374,42.167,3
"DEBE027","2010",17.1220541205859,17.303,3
"DEBE064","2010",38.1723271570085,53.114,3
"DEBE063","2010",36.8040093255648,55.521,3
"DEBE018","2010",38.1062145065571,29.837,3
"DEBE061","2010",42.9628586627255,53.635,3
"DERP022","2010",26.8097131331044,31.76,3
"DEBY009","2010",31.9715805974774,33.407,3
"DEBY111","2010",46.5566107086186,33.711,3
"DEST029","2010",22.3124041962344,23.819,3
"DEBW046","2010",26.3669334127061,20.138,3
"DENW081","2010",25.4785956927138,20.723,3
"DENW021","2010",35.7859618124651,28.884,3
"DEHB002","2010",35.1380595735879,21.567,3
"DENI072","2010",28.1338580407797,35.475,3
"DESN060","2010",35.9314261030287,31.621,3
"DEBY014","2010",34.9344165715313,31.072,3
"DENW136","2010",47.0098544442494,61.98,3
"DENW101","2010",55.6288584978031,48.406,3
"DEBW004","2010",26.4371886249294,24.739,3
"DEBB032","2010",20.1290433506514,14.06,3
"DENI059","2010",10.6348702941568,12.122,3
"DETH043","2010",38.7273164867086,41.287,3
"DEBY113","2010",21.9501108956885,21.762,3
"DEBW037","2010",21.8627791675497,13.176,3
"DETH009","2010",32.0747116445257,22.66,3
"DEHE023","2010",9.65755734585365,10.525,3
"DEMV017","2010",12.8881750646034,8.282,3
"DEST050","2010",34.5551629280368,21.358,3
"DEHH033","2010",33.8984194157029,21.776,3
"DEHH026","2010",36.6450224323253,66.235,3
"DEBY020","2010",32.7791839352654,27.788,3
"DESH025","2010",30.7448876129614,53.69,3
"DEBW001","2010",53.4297422744387,36.287,3
"DEBW080","2010",48.0016527048033,44.614,3
"DEHE049","2010",35.4328108306096,50.53,3
"DEBY031","2010",28.6759982439416,24.562,3
"DEHE052","2010",15.5087179771776,8.905,3
"DERP045","2010",44.1519606123238,44.812,3
"DEBY032","2010",33.130538531436,25.543,3
"DENW212","2010",47.1651359785638,53.221,3
"DEBW120","2010",39.6393010853339,69.942,3
"DEBW024","2010",36.3829536630381,26.297,3
"DERP002","2010",70.9426341299638,38.447,3
"DERP003","2010",54.3900576802923,38.555,3
"DERP001","2010",28.2389587689092,30.052,3
"DESH026","2010",30.0698470573461,38.23,3
"DERP008","2010",40.8770362015806,35.595,3
"DETH095","2010",24.6746202270221,21.817,3
"DEBY037","2010",55.2167497219306,73.605,3
"DEBW073","2010",26.6516496061209,20.997,3
"DERP021","2010",25.5063652710341,28.689,3
"DETH018","2010",31.4828491139101,23.761,3
"DEBY121","2010",33.1811064703623,48.769,3
"DENI038","2010",25.3380640348419,20.187,3
"DEBW033","2010",41.8023373917332,30.542,3
"DERP042","2010",25.8375444022407,24.851,3
"DEBB021","2010",23.8023423152137,20.366,3
"DENW220","2010",40.9987842211216,46.911,3
"DEBW027","2010",37.3269612862009,27.534,3
"DEMV021","2010",23.5061746634603,14.687,3
"DESL012","2010",53.3068442640673,31.503,3
"DEBY068","2010",36.4917408908978,32.101,3
"DEBW087","2010",9.80000899146109,8.876,3
"DENW064","2010",11.3185531418551,9.821,3
"DEBB083","2010",17.1440680135033,15.265,3
"DEBB085","2010",16.9466181234301,10.054,3
"DETH072","2010",31.3383004510197,32.838,3
"DERP020","2010",35.0760896802228,37.707,3
"DEBW019","2010",49.4792179768682,28.43,3
"DEBW039","2010",24.6730226579065,16.455,3
"DEBW034","2010",33.4842999584896,27.023,3
"DERP015","2010",9.15479315330876,9.585,3
"DEUB001","2010",8.77219896088436,6.407,3
"DERP028","2010",13.3607247831415,13.613,3
"DEHE020","2010",38.7827958584531,33.252,3
"DEHE037","2010",55.5200641116524,58.716,3
"DEBW010","2010",27.9466834634777,21.198,3
"DEHE024","2010",7.86329582047565,8.146,3
"DENI020","2010",22.7286334822087,17.264,3
"DENW189","2010",39.7682269608941,57.061,3
"DEBY076","2010",36.3454542599043,34.454,3
"DEUB028","2010",8.80694075136431,6.203,3
"DK0053A","2010",24.1434456029899,15.465,3
"DK0045A","2010",38.3425975825073,17.144,3
"ES0008R","2010",9.03958167471565,5.344,3
"ES0011R","2010",4.73302858353224,2.942,3
"ES0120A","2010",55.6212012036517,54.64,3
"ES0124A","2010",46.1187507620617,43.841,3
"ES0331A","2010",6.91552224071673,2.744,3
"ES0584A","2010",37.9526869955592,48.197,3
"ES0624A","2010",8.49628316941408,13.666,3
"ES0629A","2010",28.6399004005997,12.614,3
"ES0634A","2010",21.0658383979408,11.52,3
"ES0651A","2010",14.9504431632364,14.152,3
"ES0805A","2010",32.4639512402166,32.356,3
"ES0827A","2010",21.3304817212831,19.651,3
"ES0874A","2010",7.36495049268296,5.039,3
"ES0879A","2010",27.6504062309411,24.099,3
"ES0880A","2010",19.9538952765359,38.662,3
"ES0894A","2010",19.0264488021041,11.636,3
"ES0971A","2010",47.0860584673823,46.626,3
"ES1094A","2010",15.2017019251103,9.475,3
"ES1096A","2010",32.1569783977457,35.553,3
"ES1125A","2010",28.0456002044381,31.679,3
"ES1148A","2010",48.4792104189436,47.24,3
"ES1162A","2010",17.4624238113479,13.73,3
"ES1173A","2010",9.06855191652748,5.298,3
"ES1181A","2010",33.8661152081179,33.052,3
"ES1307A","2010",9.3298322480353,9.807,3
"ES1312A","2010",24.4805445913842,27.711,3
"ES1328A","2010",19.6237783476043,13.684,3
"ES1367A","2010",9.05066121027688,7.407,3
"ES1393A","2010",25.0471390029141,29.862,3
"ES1421A","2010",20.1657336325882,10.497,3
"ES1464A","2010",22.9090930961073,22.299,3
"ES1489A","2010",6.50229639704221,5.712,3
"ES1494A","2010",23.0061205800656,38.266,3
"ES1499A","2010",21.2532214248716,29.543,3
"ES1502A","2010",35.406635068098,32.033,3
"ES1521A","2010",48.0281339188935,43.129,3
"ES1543A","2010",4.82899260638669,5.035,3
"ES1544A","2010",9.8989361723692,18.64,3
"ES1551A","2010",51.1100588107902,40.205,3
"ES1563A","2010",28.3202554910562,30.188,3
"ES1576A","2010",21.9646306211918,17.196,3
"ES1577A","2010",23.2948029308726,21.959,3
"ES1620A","2010",12.4055059761872,4.248,3
"ES1633A","2010",25.8027596357443,40.479,3
"ES1636A","2010",26.9974631212224,20.603,3
"ES1641A","2010",32.4157459119885,26.339,3
"ES1650A","2010",17.5200901036595,21.26,3
"ES1652A","2010",16.0579676558884,19.254,3
"ES1653A","2010",21.4102044091137,18.546,3
"ES1656A","2010",20.4682389202521,23.184,3
"ES1660A","2010",4.87483561037659,2.58,3
"ES1670A","2010",15.2382103565438,8.99,3
"ES1685A","2010",10.3027627208841,11.979,3
"ES1712A","2010",31.3498311747936,34.8,3
"ES1713A","2010",33.9075359527691,29.735,3
"ES1740A","2010",27.4279680771465,39.205,3
"ES1751A","2010",27.3040498078888,17.951,3
"ES1773A","2010",22.6818054921577,16.774,3
"ES1779A","2010",8.52657399583476,11.353,3
"ES1781A","2010",23.9035377644155,15.085,3
"ES1790A","2010",14.1309019499807,12.939,3
"ES1795A","2010",13.5734679468464,13.881,3
"ES1802A","2010",8.09575642367471,4.238,3
"ES1803A","2010",24.5192804687584,34.229,3
"ES1805A","2010",19.0918430884087,10.67,3
"ES1816A","2010",31.2176273089787,27.635,3
"ES1846A","2010",17.3097557352658,16.152,3
"ES1851A","2010",16.1142302311812,22.193,3
"ES1868A","2010",18.4977341631538,15.799,3
"ES1911A","2010",14.1071064859394,10.782,3
"ES1942A","2010",44.5466543709528,44.09,3
"ES1945A","2010",27.1968475663215,21.776,3
"ES1946A","2010",42.7588378483527,27.173,3
"FI00841","2010",29.2750831764179,28.393,3
"FI00424","2010",20.4365398830948,12.951,3
"FI00549","2010",26.0567179361266,22.871,3
"FI00080","2010",20.0058989787689,8.885,3
"FR27008","2010",36.6123333312231,51.478,3
"FR41003","2010",11.3707225660103,9.348,3
"FR31017","2010",34.0490952362554,30.055,3
"FR24006","2010",28.997049266796,39.462,3
"FR23150","2010",22.2748165945096,20.351,3
"FR07017","2010",19.3397093275399,11.968,3
"FR04058","2010",62.6420202135526,95.509,3
"FR04031","2010",48.7010368776617,67.642,3
"FR41020","2010",46.8072938490896,40.784,3
"FR33232","2010",25.842072228543,49.096,3
"FR34061","2010",17.9570408173885,14.817,3
"FR04131","2010",43.985904163711,65.447,3
"FR12017","2010",17.7373797843152,11.676,3
"FR04023","2010",26.8739654339582,20.926,3
"FR09017","2010",18.0346673509435,14.948,3
"FR24023","2010",22.4348519685956,20.719,3
"FR06009","2010",27.3041159104244,23.124,3
"FR25043","2010",25.4754931960367,22.477,3
"FR32001","2010",37.1879275274687,35.387,3
"FR07039","2010",31.3421967302311,34.496,3
"FR32002","2010",25.4502082908716,28.54,3
"FR15001","2010",14.915302276138,10.56,3
"FR16054","2010",31.306278567862,32.505,3
"FR17009","2010",22.9045928273922,19.672,3
"FR06003","2010",31.8457523694829,25.255,3
"FR34052","2010",18.6258592671637,14.495,3
"FR25039","2010",21.9075463027526,20.298,3
"FR20029","2010",30.170534782964,33.513,3
"FR18043","2010",27.0513607547324,23.764,3
"FR30021","2010",21.7842648975142,23.375,3
"FR33212","2010",30.4754980636721,24.639,3
"FR04024","2010",35.8828100806553,28.441,3
"FR30032","2010",19.7942729612729,15.471,3
"FR07009","2010",31.8111630483173,25.018,3
"FR14031","2010",31.0982035184239,22.183,3
"FR12045","2010",15.369263360167,23.278,3
"FR20063","2010",81.6784428747334,44.296,3
"FR34025","2010",24.843495499903,21.699,3
"FR05054","2010",23.5107706056892,25.023,3
"FR21021","2010",24.901115437518,18.188,3
"FR17016","2010",22.0209696366108,18.75,3
"FR34042","2010",20.3034277189822,17.997,3
"FR04063","2010",26.6930214497048,22.938,3
"FR03002","2010",48.3635065671491,47.726,3
"FR04069","2010",32.1709495166071,23.141,3
"FR31024","2010",11.1423981244234,10.116,3
"FR10012","2010",22.9974315003324,19.099,3
"FR01017","2010",30.2741001936047,23.255,3
"FR13002","2010",21.6351243506961,20.04,3
"FR13007","2010",26.3001342772541,23.541,3
"FR16065","2010",19.4967852778764,17.259,3
"FR16057","2010",42.5581044040122,35.903,3
"FR30034","2010",36.1171189831087,24.994,3
"FR16017","2010",13.4522397112129,20.634,3
"FR18008","2010",19.2562682129075,17.416,3
"FR18042","2010",30.1874981564782,25.072,3
"FR04004","2010",43.005560492358,43.79,3
"FR33101","2010",33.8241048978833,27.388,3
"FR08616","2010",31.7661620081651,40.09,3
"FR27002","2010",24.7063961243992,31.514,3
"FR07032","2010",24.1552824252843,18.571,3
"FR23070","2010",12.1481499423288,9.191,3
"FR20031","2010",37.5466257975639,34.179,3
"FR14033","2010",21.624519411812,18.688,3
"FR16029","2010",31.5199025322195,26.799,3
"FR22015","2010",35.2738939395202,25.414,3
"FR31002","2010",20.7107804924274,22.221,3
"FR04319","2010",30.1229800705719,31.231,3
"FR11027","2010",33.2357572797819,31.631,3
"FR20008","2010",53.273245763969,53.202,3
"FR04100","2010",34.532499379862,30.916,3
"FR13008","2010",24.3658949368371,19.876,3
"FR36001","2010",26.1837766030064,22.992,3
"FR36003","2010",40.0353010306222,62.196,3
