"var_name","vi"
"ROADS_EU_20p",59125.5368464886
"no2_10MACC",43056.0232750201
"ROADS_EU_50p",26092.1985464095
"MAJRDS_EU_1p",25755.5864654
"pop2011",12535.7572074571
"clc10_12p",10499.3890457608
"ROADS_EU_1p",9812.5833361266
"RES_25",8905.78975783606
"MAJRDS_EUp",7460.03545426721
"ROADS_EU_2p",7199.74362205207
"ROADS_EU_3p",6847.4847633873
"ROADS_EU_10p",6629.88336658807
"clc10_10p",6592.60708956366
"clc10_18p",6474.57670062033
"clc10_20p",6295.21886080293
"MAJRDS_EU_2p",5166.44172533573
"RES_35",5057.41813355876
"ROADS_EUp",4734.16048844947
"RES_20",4587.72491283654
"ROADS_EU_5p",4083.73106137713
"ROADS_EU_100p",4052.32518975273
"RES_30",4001.44553545292
"no2_10SAT",3954.07401884458
"alt_t",3694.33204393896
"clc10_15p",3539.91780011335
"MAJRDS_EU_50p",3504.62157736644
"DEHM_NO2_2010",3487.75506889986
"clc10_25p",3379.51885889055
"RES_60",3222.24279621262
"MAJRDS_EU_20p",3212.75283105414
"ROADS_EU_7p",3193.38973994799
"clc10_30p",3100.81876863602
"ROADS_EU_4p",2911.81486894267
"clc10_8p",2892.89351660084
"RES_18",2815.90461093641
"MAJRDS_EU_3p",2604.13056154119
"MAJRDS_EU_100p",2598.97749576365
"RES_40",2559.41348696045
"RES_100",2365.95084220487
"RES_70",2226.52351963944
"clc10_50p",2214.59673625423
"clc10_70p",2184.59726487081
"RES_12",2176.67917033874
"clc10_35p",2119.85169960754
"clc3_100p",1985.37258044819
"clc14_100p",1962.83641713273
"RES_50",1830.64143796956
"MAJRDS_EU_10p",1788.41876649538
"clc3_60p",1788.30984616076
"RES_80",1753.32846766167
"RES_10",1744.05014205588
"clc3_70p",1711.67653358155
"clc14_40p",1618.37365087119
"clc3_50p",1600.97988293814
"clc10_80p",1591.52541092367
"clc14_60p",1574.43143309545
"MAJRDS_EU_5p",1523.02700138878
"clc3_30p",1488.67955589197
"clc14_50p",1483.54328845242
"clc3_25p",1458.65855819495
"clc3_40p",1448.30173975173
"clc10_100p",1446.35571861206
"RES_15",1441.23082058185
"clc10_7p",1431.08671413461
"clc14_70p",1419.51990327304
"clc3_35p",1414.67440204834
"MAJRDS_EU_7p",1358.52976505827
"MAJRDS_EU_4p",1339.35429145178
"clc3_80p",1282.6972894619
"clc14_35p",1219.00883370667
"clc14_80p",1168.9327408797
"clc14_25p",1139.61245107136
"clc14_30p",1116.98677190991
"clc7_10p",1088.6776193418
"clc10_40p",1060.26245415821
"clc10_60p",1051.8105798646
"clc3_15p",1008.0476187994
"clc3_20p",955.977377994377
"clc3_18p",900.913036725712
"RES_8",872.114443639604
"clc3_12p",758.549320973939
"clc14_20p",753.166988323667
"RES_7",752.996028260821
"RES_6",739.090372274526
"clc10_6p",733.471520219401
"clc14_18p",690.290024996953
"RES_5",674.054286204132
"clc10_4p",670.434823250286
"clc14_15p",632.609422770801
"clc10_5p",625.614645455803
"clc10_3p",600.545623521906
"clc3_10p",584.060040105992
"RES_4",566.377783367838
"clc14_12p",537.317413164769
"clc14_10p",493.016943494426
"clc14_8p",450.472423366848
"RES_3",429.181799317333
"clc10_2p",421.803382222729
"clc7_8p",401.799434669197
"RES_2",392.539093330299
"clc3_8p",361.388536624962
"clc5_100p",359.570167238037
"clc14_7p",336.770155271597
"clc3_7p",322.41231382896
"clc5_25p",316.86369381016
"clc5_50p",283.668134590482
"clc7_4p",280.57654582008
"clc7_7p",265.616571580739
"clc5_60p",261.458609074592
"clc7_6p",249.069830754708
"clc14_6p",243.172742122022
"clc5_40p",236.721939022959
"clc5_70p",236.464855228675
"clc3_4p",219.865222048041
"clc5_30p",218.957409840585
"clc14_5p",216.037934865254
"clc7_3p",215.511257158767
"clc5_80p",213.390518502165
"clc3_6p",211.450946165992
"clc5_35p",199.622629236405
"clc7_5p",193.874922361989
"RES_1",190.173687881375
"clc3_5p",188.070012446712
"clc7_2p",172.757436609211
"clc5_18p",155.071616317398
"clc14_4p",153.079282084022
"clc5_20p",144.204815876808
"clc14_3p",137.406877008696
"clc10_1p",137.16318247952
"clc3_3p",128.994772267794
"clc5_12p",115.51626280762
"clc14_2p",107.685511591078
"clc3_2p",101.684692819274
"clc5_15p",101.314987967981
"clc5_10p",95.7125995384886
"clc5_7p",91.6994369744258
"clc5_8p",87.6382331189836
"clc3_1p",70.462586373605
"clc14_1p",48.1658744969328
"clc5_6p",42.1058089626102
"clc10p",36.8494641004161
"RES",35.0290126025945
"clc3p",33.5568444236509
"clc14p",28.7524051886665
"clc5_5p",22.4562148688497
"clc5_4p",20.5065825424663
"clc5_3p",10.6939437381834
"clc7_1p",10.1738130992807
"clc7p",5.66394414838386
"clc5p",5.38557552871667
"clc5_1p",3.89299197414741
"clc5_2p",3.42518798220608
