"var_name","vi"
"ROADS_EU_20p",64743.2667606013
"no2_10MACC",34212.8554783181
"MAJRDS_EUp",13919.386422489
"pop2011",13910.4679037867
"MAJRDS_EU_1p",7450.16747032512
"ROADS_EU_50p",7239.44306798392
"ROADS_EU_1p",6693.19820886799
"ROADS_EU_10p",5760.66243652002
"clc10_12p",5507.67417722203
"ROADS_EUp",5474.39990615743
"clc10_15p",4944.7752434585
"ROADS_EU_2p",4455.29405141507
"no2_10SAT",3916.81353495543
"RES_18",3354.24289600887
"ROADS_EU_3p",3277.86503927864
"DEHM_NO2_2010",2970.43496961827
"RES_15",2907.5100659577
"MAJRDS_EU_20p",2728.74155302105
"alt_t",2701.91323734705
"clc10_18p",2631.35665209113
"ROADS_EU_4p",2484.28827006489
"clc10_10p",2371.2508590413
"MAJRDS_EU_50p",2367.08090708376
"ROADS_EU_5p",2261.04129903425
"clc10_8p",2244.15084462007
"ROADS_EU_100p",2084.73991516785
"MAJRDS_EU_2p",2050.52154090958
"clc10_25p",1990.7822007474
"ROADS_EU_7p",1972.56914702661
"clc3_30p",1953.71282187438
"MAJRDS_EU_100p",1916.53513038239
"clc3_100p",1819.35604844561
"RES_60",1755.31135858443
"RES_80",1716.91549851036
"clc3_50p",1681.69627255105
"RES_25",1620.92454142533
"RES_30",1611.41122600413
"clc14_100p",1527.16347003834
"RES_70",1479.59123678215
"clc3_60p",1476.4130308248
"RES_100",1461.98458827413
"clc3_40p",1413.2789352576
"clc10_20p",1410.35167747856
"RES_12",1335.69008514649
"clc3_35p",1323.36031359023
"MAJRDS_EU_10p",1307.42569670718
"RES_35",1296.11262742777
"clc14_50p",1270.30561990041
"RES_40",1225.31275916179
"clc10_100p",1213.82125867012
"clc14_60p",1204.68974619131
"RES_50",1184.19151946575
"clc3_80p",1183.19778354216
"clc3_70p",1146.32975685008
"clc10_70p",1119.20060910439
"clc10_35p",1108.4754295665
"clc14_80p",1101.34323488854
"clc10_80p",1092.70670506142
"clc3_25p",1059.57246378181
"RES_10",1038.57173166227
"clc10_60p",950.05630022981
"clc14_40p",935.980723325898
"MAJRDS_EU_5p",896.87823640249
"clc14_30p",882.227399536226
"clc3_20p",872.112592547458
"clc14_70p",849.044908216398
"RES_20",831.104239350408
"clc3_15p",807.390092019712
"clc10_30p",791.700130641234
"clc10_50p",778.163210135184
"MAJRDS_EU_7p",773.550493112488
"clc10_7p",767.863975580727
"MAJRDS_EU_3p",760.877965670313
"clc14_25p",749.24869367804
"RES_8",747.992160457116
"clc3_18p",723.151704903668
"clc14_35p",690.764960502998
"MAJRDS_EU_4p",671.178919703669
"clc10_40p",620.083112855054
"RES_7",604.698178311268
"clc7_10p",577.648657981183
"RES_6",574.493238805845
"clc10_6p",573.558400064554
"clc3_12p",568.94869144068
"clc14_20p",533.119217260358
"clc14_18p",528.06623955162
"RES_5",528.039083845013
"clc3_10p",510.102100701842
"clc14_15p",498.858734736889
"clc14_10p",456.00096164072
"clc10_5p",426.392535877737
"clc14_8p",422.675112797449
"clc14_12p",411.191899864503
"clc10_4p",399.651404421625
"RES_4",399.278153716359
"clc3_8p",395.373609376227
"clc10_3p",324.404592583188
"clc5_40p",308.15642258495
"clc5_100p",301.383338404754
"clc5_35p",287.187495589712
"clc10_2p",251.607395073231
"RES_3",248.380876600235
"clc14_7p",248.186539523798
"clc3_7p",236.368556211864
"clc7_8p",230.494874839821
"clc5_70p",227.204573226764
"clc5_80p",225.838315718572
"clc5_18p",218.176907711918
"clc3_6p",211.480361249117
"clc14_6p",207.976741765497
"clc5_30p",207.477637144199
"clc5_25p",195.137230265789
"clc5_60p",187.618906340764
"RES_2",171.769105578176
"clc3_4p",166.68841746261
"clc14_5p",162.845570535997
"clc5_50p",157.567979773061
"clc5_12p",153.349591043253
"clc5_20p",152.157852229759
"clc5_10p",151.171729216796
"clc3_5p",149.15276826418
"clc3_3p",140.754133944384
"clc5_15p",121.523881163965
"clc14_4p",107.453642623501
"clc10_1p",105.0198378665
"clc7_7p",104.617690779806
"clc5_8p",93.8191115267554
"clc7_5p",84.0967409657706
"RES_1",83.4348216428041
"clc7_6p",82.3715272815347
"clc14_3p",75.5631135009811
"clc3_2p",74.7454112343356
"clc14_2p",63.6944472541605
"RES",49.1405488072258
"clc5_7p",40.6954122945768
"clc7_4p",38.9746316561739
"clc14_1p",37.6780325716665
"clc10p",34.8518242062228
"clc5_4p",33.8597497149947
"clc3_1p",32.9470491634238
"clc5_6p",31.379110799967
"clc7_3p",25.0891745964246
"clc7_2p",25.0406718263308
"clc5_5p",23.9819387367383
"clc7_1p",23.736704219667
"clc14p",21.0167193611517
"clc5_3p",19.9669264653465
"clc3p",14.3741280411283
"clc7p",10.3450457485468
"clc5_1p",9.95257583034407
"clc5_2p",8.42928285792701
"clc5p",2.13241430237875
