"station_european_code","year","gwr","obs","nfold"
"AT2M121","2010",21.8101524844543,14.072,3
"AT4S125","2010",25.4253522747648,14.656,3
"AT30202","2010",12.2341073636345,9.992,3
"AT30407","2010",17.08279184035,15.668,3
"AT80709","2010",37.4479195272315,40.283,3
"AT60118","2010",18.5143664159357,14.759,3
"AT30601","2010",19.6545246837588,17.537,3
"AT60106","2010",30.6180516257484,24.079,3
"AT60143","2010",24.6545790106589,20.701,3
"AT31905","2010",15.5524080603683,13.867,3
"AT31204","2010",24.6316885876106,19.495,3
"AT32301","2010",32.7831039999051,23.267,3
"AT30104","2010",36.1431570692252,28.388,3
"AT2SV24","2010",33.4326539705556,24.406,3
"AT4S173","2010",23.7364360452681,24.11,3
"AT30302","2010",14.310560736415,15.851,3
"AT4S199","2010",18.7989636482389,13.009,3
"AT31903","2010",15.9452604959645,14.015,3
"AT4S404","2010",34.7921631526917,26.964,3
"AT72822","2010",33.4271251065928,41.544,3
"AT0VOR1","2010",8.30683849962121,4.398,3
"AT31402","2010",41.5035920491141,26.528,3
"AT82801","2010",24.0125418555181,29.069,3
"AT9BELG","2010",41.1527491618188,35.667,3
"AT9GAUD","2010",60.6464533061615,34.873,3
"AT900KE","2010",41.0476039147349,31.646,3
"AT9SCHA","2010",31.4767266854701,19.484,3
"AT9STAD","2010",47.6031938393253,30.741,3
"AT9STEF","2010",47.8833829274241,29.828,3
"AT90TAB","2010",43.2767842424967,42.749,3
"AT2WO15","2010",40.5634464762838,33.919,3
"AT31902","2010",16.6607714980261,14.211,3
"BELSZ01","2010",30.0589036051987,31.102,3
"BETB004","2010",49.4275985368318,42.86,3
"BETB006","2010",39.0091143966346,36.582,3
"BETN027","2010",31.0969701982712,22.047,3
"BETN054","2010",22.8429251086163,21.592,3
"BETR822","2010",32.1221744913744,40.261,3
"BETR832","2010",38.7475787861898,33.774,3
"BETR841","2010",44.6071388943739,34.845,3
"BETR897","2010",37.401175560885,35.106,3
"BETN073","2010",19.482094228447,16.115,3
"BETN085","2010",9.57363238079017,8.198,3
"BETR240","2010",23.2706643999329,23.834,3
"BETN052","2010",28.453666928971,26.091,3
"BETR731","2010",27.8505460523926,29.467,3
"BETE013","2010",36.2918094736353,32.481,3
"BETE703","2010",27.0921354205087,21.896,3
"BETE811","2010",26.6170803323828,26.127,3
"CH0049A","2010",40.6913656857863,33.644,3
"CH0040A","2010",35.5237461126233,32.601,3
"CH0016A","2010",12.8036065116895,12.632,3
"CH0050A","2010",23.6964619655691,21.582,3
"CH0024A","2010",12.2566556652722,19.201,3
"CH0042A","2010",37.1501998842729,31.221,3
"CH0046A","2010",30.9783929366831,24.295,3
"CH0013A","2010",56.6587560845788,36.157,3
"DENI052","2010",16.1183495881863,14.115,3
"DEBY109","2010",10.6230186135184,8.039,3
"DEBY001","2010",38.5275151587908,34.551,3
"DEBE065","2010",41.651735695029,42.167,3
"DEBE027","2010",17.3662312376908,17.303,3
"DEBE064","2010",38.1363212989962,53.114,3
"DEBE063","2010",36.1469711626364,55.521,3
"DEBE018","2010",35.3641087001819,29.837,3
"DEBE061","2010",41.0239000595236,53.635,3
"DERP022","2010",26.2816643512579,31.76,3
"DEBY009","2010",30.5448821334266,33.407,3
"DEBY111","2010",44.3641881942401,33.711,3
"DEST029","2010",22.9674357168436,23.819,3
"DEBW046","2010",28.0274649680878,20.138,3
"DENW081","2010",26.3282464232251,20.723,3
"DENW021","2010",37.3161763846023,28.884,3
"DEHB002","2010",34.9310727986975,21.567,3
"DENI072","2010",28.171346363958,35.475,3
"DESN060","2010",35.7068390579744,31.621,3
"DEBY014","2010",33.3253320695032,31.072,3
"DENW136","2010",47.8430332133941,61.98,3
"DENW101","2010",58.6520834324105,48.406,3
"DEBW004","2010",27.3950384202845,24.739,3
"DEBB032","2010",20.3094987285181,14.06,3
"DENI059","2010",11.0758456188188,12.122,3
"DETH043","2010",37.8067892422862,41.287,3
"DEBY113","2010",21.4551998121542,21.762,3
"DEBW037","2010",23.3412118183092,13.176,3
"DETH009","2010",31.5150992683507,22.66,3
"DEHE023","2010",10.8927590632865,10.525,3
"DEMV017","2010",13.3234141699782,8.282,3
"DEST050","2010",33.9936785835592,21.358,3
"DEHH033","2010",33.8241393221138,21.776,3
"DEHH026","2010",36.8957530575261,66.235,3
"DEBY020","2010",31.5775050859652,27.788,3
"DESH025","2010",30.2522620821606,53.69,3
"DEBW001","2010",53.4847848142337,36.287,3
"DEBW080","2010",49.8214791775161,44.614,3
"DEHE049","2010",35.2686595330959,50.53,3
"DEBY031","2010",29.0752625602953,24.562,3
"DEHE052","2010",17.4479073718518,8.905,3
"DERP045","2010",44.0765712638382,44.812,3
"DEBY032","2010",31.6584934576881,25.543,3
"DENW212","2010",49.0486298771306,53.221,3
"DEBW120","2010",41.0917000986465,69.942,3
"DEBW024","2010",37.6609830799152,26.297,3
"DERP002","2010",63.3173133515272,38.447,3
"DERP003","2010",49.1571588286887,38.555,3
"DERP001","2010",27.8811369992622,30.052,3
"DESH026","2010",29.5995509653906,38.23,3
"DERP008","2010",38.5297206919121,35.595,3
"DETH095","2010",23.9771849386386,21.817,3
"DEBY037","2010",53.902613857861,73.605,3
"DEBW073","2010",29.5260798422337,20.997,3
"DERP021","2010",28.1366150068687,28.689,3
"DETH018","2010",30.94887087159,23.761,3
"DEBY121","2010",29.9767997092407,48.769,3
"DENI038","2010",25.9347919265611,20.187,3
"DEBW033","2010",43.164753480028,30.542,3
"DERP042","2010",25.6529569523001,24.851,3
"DEBB021","2010",23.4369883739904,20.366,3
"DENW220","2010",41.1285349609846,46.911,3
"DEBW027","2010",37.7352875217852,27.534,3
"DEMV021","2010",23.276517354807,14.687,3
"DESL012","2010",45.9540757611107,31.503,3
"DEBY068","2010",34.3963632667294,32.101,3
"DEBW087","2010",11.6378292222776,8.876,3
"DENW064","2010",11.713371570485,9.821,3
