"","station_european_code","year","gwr","obs","nfold"
"1","AT30201",2010,19.1459873503858,17.253,1
"2","AT31406",2010,19.1605920256558,30.156,1
"3","AT4S156",2010,26.4374203012218,22.666,1
"4","AT60198",2010,24.3378574428826,22.445,1
"5","AT60164",2010,37.9555903861001,51.298,1
"6","AT60139",2010,27.7718728127068,31.434,1
"7","AT72223",2010,94.0157449363896,50.316,1
"8","AT30301",2010,17.014526280732,16.125,1
"9","AT72227",2010,25.7868295889926,40.234,1
"10","AT52000",2010,36.9164018385455,47.917,1
"11","AT52100",2010,18.5114373246612,15.283,1
"12","AT60179",2010,26.0872271957406,20.515,1
"13","AT72110",2010,39.0014334624694,43.617,1
"14","AT60119",2010,19.6278469877217,19.639,1
"15","AT72538",2010,19.630143735658,24.807,1
"16","AT60142",2010,21.0185585337385,20.728,1
"17","AT60141",2010,18.1880478555175,27.502,1
"18","AT72912",2010,17.6788763492171,14.191,1
"19","AT4S431",2010,44.9833548570253,48.324,1
"20","AT60156",2010,10.2605420760384,4.369,1
"21","AT2SP10",2010,16.5496899432161,12.736,1
"22","AT32701",2010,28.5130206032143,23.963,1
"23","AT2SP18",2010,30.1347050804957,24.835,1
"24","AT4S407",2010,22.9536014049811,18.214,1
"25","AT90FLO",2010,37.1459623829843,31.753,1
"26","AT90MBA",2010,36.4972686371075,57.802,1
"27","AT900ZA",2010,32.4351177594431,23.809,1
"28","AT72530",2010,28.3379376469948,31.857,1
"29","AT60114",2010,19.0452976808722,20.65,1
"30","BELGK09",2010,22.0764163447436,28.074,1
"31","BELML01",2010,35.5689467724186,33.425,1
"32","BELSZ02",2010,27.8241713021764,27.716,1
"33","BETWOL1",2010,61.4892085818378,39.285,1
"34","BETM802",2010,39.857497680007,43.954,1
"35","BETN016",2010,23.2893772832695,22.659,1
"36","BETN046",2010,28.6291122821593,22.887,1
"37","BETR010",2010,36.45803253319,30.937,1
"38","BETR821",2010,31.132088160519,30.22,1
"39","BETR831",2010,33.0136220786245,33.874,1
"40","BETR891",2010,30.1064400852244,39.893,1
"41","BETR892",2010,29.5967608675958,38.873,1
"42","BETN113",2010,9.98882328033961,9.998,1
"43","BETN132",2010,13.7646126550659,12.711,1
"44","BETM705",2010,28.3228174286634,27.718,1
"45","BETE009",2010,30.4417272389471,25.252,1
"46","CH0045A",2010,21.2911997205398,16.076,1
"47","CH0037A",2010,29.4825170965544,20.714,1
"48","CH0043A",2010,29.2293914425531,25.652,1
"49","CH0011A",2010,35.73102847886,33.021,1
"50","CH0044A",2010,74.7714038088787,45.695,1
"51","CH0010A",2010,40.4413122335987,32.814,1
"52","DENW094",2010,29.1937914449073,18.435,1
"53","DESN001",2010,22.9362803779611,26.327,1
"54","DEBE062",2010,13.6818047049565,13.315,1
"55","DEBE068",2010,42.3259288465778,27.943,1
"56","DEHE046",2010,9.49330774800315,10.186,1
"57","DESN004",2010,23.9683386803751,22.497,1
"58","DEBY010",2010,45.4898482298859,31.981,1
"59","DEST015",2010,16.8017993351348,15.697,1
"60","DENW062",2010,32.0073282814821,29.828,1
"61","DESN006",2010,29.1301111799002,28.876,1
