"var_name","vi"
"ROADS_EU_20p",54796.4567400342
"ROADS_EU_50p",36184.004128086
"no2_10MACC",35020.2817308215
"pop2011",15318.4672339207
"MAJRDS_EUp",12769.9865647676
"ROADS_EU_10p",11733.9469199336
"ROADS_EU_1p",10731.2723717988
"MAJRDS_EU_1p",9346.29387185649
"ROADS_EUp",8310.73608779674
"ROADS_EU_2p",4674.77290350428
"clc10_15p",4573.55273664816
"ROADS_EU_7p",4533.16899669102
"MAJRDS_EU_20p",4306.3122231344
"clc10_18p",4073.34912899019
"alt_t",4038.6991033282
"no2_10SAT",3267.54236998002
"ROADS_EU_3p",3077.54109682066
"DEHM_NO2_2010",3035.97547760631
"ROADS_EU_5p",2861.13031014863
"ROADS_EU_100p",2769.44870403546
"clc10_20p",2713.0384457
"clc3_25p",2695.56933519354
"MAJRDS_EU_100p",2475.41380603382
"MAJRDS_EU_2p",2324.36761001205
"ROADS_EU_4p",2289.36210763369
"MAJRDS_EU_50p",2242.52292620956
"clc3_100p",2157.54058744864
"clc10_10p",2124.97827165044
"clc10_8p",2019.80368612302
"clc3_30p",1818.83445355802
"RES_25",1810.15852348377
"clc10_25p",1762.9612013208
"clc10_12p",1678.06971477927
"clc10_50p",1664.23891359425
"clc3_40p",1661.24230619507
"clc14_100p",1644.35215693237
"clc14_50p",1636.04349860538
"clc14_60p",1632.21178477743
"clc3_50p",1560.25844180146
"RES_100",1480.23601394808
"RES_50",1469.96043533865
"clc14_70p",1444.81325980903
"MAJRDS_EU_10p",1428.92720430545
"clc3_35p",1426.62413353011
"RES_80",1416.75310059071
"RES_30",1375.46429745987
"clc10_80p",1370.72537168909
"clc3_20p",1365.82648515537
"clc3_80p",1327.84103657708
"clc10_100p",1319.78255528422
"RES_40",1306.76823597601
"clc3_60p",1291.91198699796
"RES_35",1281.73931189397
"RES_18",1278.62430761095
"clc10_30p",1275.36631097423
"clc14_40p",1272.71183889949
"MAJRDS_EU_7p",1269.41499008767
"clc14_35p",1266.29870165604
"clc14_80p",1264.97707695427
"clc3_70p",1257.54772057954
"clc10_60p",1223.56180378152
"clc3_18p",1129.84525178973
"clc14_25p",1112.51740967133
"clc3_15p",1101.75929939482
"clc10_70p",1070.22965087107
"clc10_35p",1065.64179460963
"MAJRDS_EU_3p",1055.67877765785
"MAJRDS_EU_5p",1051.68460659299
"RES_60",1046.40784888777
"clc10_7p",1041.23047707135
"clc14_30p",1035.13523953584
"RES_70",1029.54064776933
"MAJRDS_EU_4p",1001.32537943294
"RES_12",977.895530363833
"clc10_5p",969.323093639091
"clc10_40p",950.004822918502
"RES_15",913.166644082292
"RES_20",897.890915814629
"RES_8",847.251541882449
"clc7_10p",836.406546429416
"clc14_20p",766.017562155233
"clc10_4p",762.549708416948
"RES_10",738.375937477396
"clc3_10p",687.722220590808
"clc14_15p",687.285195658125
"clc10_3p",677.1892851267
"clc14_18p",629.066768703588
"RES_7",611.555469361328
"clc3_12p",581.011259582901
"clc10_6p",477.927527724421
"clc14_12p",474.680705962425
"RES_6",450.792225352411
"clc5_100p",439.945594725751
"clc7_3p",439.908944431139
"clc3_8p",426.90363437432
"clc3_7p",417.755261053849
"RES_3",410.324576238793
"RES_5",386.940638412665
"RES_4",384.161273168612
"clc5_30p",378.877450349596
"clc7_8p",371.851436467056
"clc14_10p",368.084088960665
"clc5_35p",362.531997214723
"clc5_50p",355.752454760335
"clc5_60p",327.738836731709
"clc3_6p",311.495655620908
"clc5_25p",296.021094806632
"clc5_40p",276.89787578497
"RES_2",256.530088047399
"clc7_7p",243.326518125106
"clc5_80p",239.653945537953
"clc5_20p",222.305540176329
"clc5_70p",212.980983405295
"clc5_8p",212.084207977849
"clc14_8p",207.846724528096
"clc14_7p",206.340468135631
"clc3_4p",200.966056239511
"clc14_6p",183.219574537477
"clc3_3p",181.741622162535
"clc3_5p",181.689013837574
"clc5_18p",176.573787282677
"clc7_6p",174.788456729923
"clc5_15p",173.555757556271
"clc7_2p",171.871581170218
"clc5_7p",166.900324040381
"clc10_2p",162.453696531789
"clc5_12p",161.196726619618
"clc5_10p",146.935006316777
"clc14_5p",138.353869207611
"clc14_4p",124.553916237899
"RES_1",118.862885665804
"clc10_1p",113.704326168554
"clc7_4p",101.859573610744
"clc3_2p",95.3944433279262
"clc7_5p",92.8635869931969
"clc14_2p",87.9878605743697
"clc14_3p",87.4321319334943
"clc5_4p",75.4424283478375
"RES",71.4244839315099
"clc3_1p",65.2002872514664
"clc5_6p",59.1187944167702
"clc14_1p",35.1780586870906
"clc10p",33.5637136125198
"clc5_5p",32.3931948403763
"clc14p",16.0670982771119
"clc3p",15.4834429991465
"clc5_3p",15.183307946817
"clc7_1p",13.3353302254253
"clc5_2p",6.18674673556784
"clc7p",3.1116019303539
"clc5_1p",1.58134980392155
"clc5p",0.290098689647624
