"var_name","vi"
"ROADS_EU_20p",58965.444162094
"no2_10MACC",41969.6286353841
"ROADS_EU_50p",25944.1288348713
"MAJRDS_EU_1p",25766.4719280025
"pop2011",12217.2376035323
"clc10_12p",10430.2139176669
"ROADS_EU_1p",9642.80836651176
"RES_25",8803.43243784089
"MAJRDS_EUp",7316.74304943292
"ROADS_EU_2p",7006.25343027688
"ROADS_EU_3p",6739.59640567881
"clc10_10p",6510.14974655746
"x_trun",6487.54552339864
"ROADS_EU_10p",6449.05540109205
"clc10_18p",6397.71528244991
"clc10_20p",6259.49826216976
"MAJRDS_EU_2p",5107.99462887504
"RES_35",4906.4961477146
"y_trun",4589.05685567078
"ROADS_EUp",4567.60230086471
"RES_20",4548.99106253657
"RES_30",4003.03797042357
"ROADS_EU_100p",3932.18212220643
"ROADS_EU_5p",3929.52468640171
"no2_10SAT",3483.02378100435
"clc10_15p",3448.58312744619
"MAJRDS_EU_50p",3410.66145815841
"alt_t",3312.8983804685
"clc10_25p",3284.94164562252
"DEHM_NO2_2010",3195.00487557184
"RES_60",3175.79461542043
"clc10_30p",3057.94999980783
"ROADS_EU_7p",3034.11090544537
"MAJRDS_EU_20p",2944.6234648313
"clc10_8p",2812.91517461624
"ROADS_EU_4p",2798.5682631815
"RES_18",2774.61336315303
"MAJRDS_EU_3p",2573.77429397756
"RES_40",2462.77258928371
"MAJRDS_EU_100p",2431.41940610344
"clc10_50p",2221.17023614033
"RES_70",2188.97717359813
"RES_12",2140.77669853015
"clc10_70p",2139.83242635967
"RES_100",2102.95180172136
"clc10_35p",2087.86118362044
"clc3_100p",1914.0135629452
"clc14_100p",1831.08863808047
"RES_50",1789.8085929205
"RES_80",1709.87408307968
"MAJRDS_EU_10p",1672.04063834707
"clc10_80p",1637.14324437811
"RES_10",1634.79251057827
"clc3_60p",1633.34791219294
"clc3_70p",1620.34944435492
"clc3_50p",1570.01499448058
"MAJRDS_EU_5p",1511.43850159315
"clc10_7p",1474.26719024415
"clc14_40p",1445.81352417676
"clc14_60p",1445.63702965692
"clc3_40p",1445.4585130349
"clc3_30p",1414.2930165336
"clc10_100p",1383.17623832492
"clc3_25p",1368.89059612421
"clc14_70p",1333.8013373116
"clc14_50p",1333.07224124535
"RES_15",1327.50431071872
"MAJRDS_EU_4p",1309.9777620991
"MAJRDS_EU_7p",1291.74701486499
"clc3_35p",1192.85789961094
"clc14_35p",1119.84759722023
"clc3_80p",1104.22961561808
"clc14_25p",1035.94710810764
"clc10_60p",1020.33560373721
"clc14_80p",1018.25465765427
"clc10_40p",975.13535606129
"clc7_10p",967.287013117423
"clc14_30p",964.530447041956
"clc3_15p",927.150266740918
"clc3_20p",875.461329982226
"RES_8",844.862260317926
"clc3_18p",822.526104305762
"RES_7",727.676513912843
"RES_6",713.990019842169
"clc10_6p",700.65351391978
"clc3_12p",692.405812731264
"RES_5",675.556792922734
"clc14_20p",659.276053006451
"clc10_4p",629.646168136475
"clc14_18p",618.182696956157
"clc10_5p",600.167358313571
"clc14_15p",595.376988462465
"RES_4",572.554838089405
"clc3_10p",560.964673508262
"clc10_3p",542.695079942673
"clc14_12p",521.503927854771
"clc14_10p",483.387955140036
"clc14_8p",425.457674298594
"clc10_2p",379.503259468941
"RES_3",365.287274358735
"clc7_8p",357.406898526055
"clc3_8p",346.585388112473
"clc5_100p",334.544924808265
"RES_2",307.458307269953
"clc5_50p",302.706744032504
"clc5_25p",281.431131331537
"clc3_7p",262.759579689934
"clc7_7p",250.57052401137
"clc14_7p",241.233330590306
"clc14_6p",240.590362168822
"clc7_4p",239.793548253992
"clc7_2p",236.007751353211
"clc5_60p",224.691840125293
"RES_1",221.435202267061
"clc7_5p",220.976570824735
"clc5_40p",219.069737541623
"clc14_5p",217.557570400637
"clc3_4p",212.038417254289
"clc7_3p",211.549160395224
"clc5_80p",210.15484292474
"clc5_70p",198.72739677785
"clc7_6p",182.056918244113
"clc3_5p",180.626843282222
"clc5_30p",176.844915045449
"clc3_6p",174.616941054536
"clc5_35p",152.604455131858
"clc10_1p",144.438678691932
"clc3_3p",142.262779143909
"clc14_4p",141.66690219624
"clc5_20p",138.517334276451
"clc14_3p",125.509499687353
"clc5_18p",116.876555775586
"clc5_8p",102.851248116115
"clc5_12p",102.299785019783
"clc5_15p",100.551797157832
"clc3_2p",100.521623689894
"clc14_2p",82.9093315956712
"clc5_10p",76.6349818200207
"clc5_7p",65.1727300748373
"RES",64.7512948211265
"clc14_1p",50.295250724493
"clc3_1p",47.9855803578386
"clc5_6p",40.004929976672
"clc10p",38.5471158289337
"clc3p",36.0047061375714
"clc5_5p",28.3750499596783
"clc14p",26.6058638651114
"clc5_4p",15.6420046162714
"clc7_1p",12.9016549268368
"clc5_3p",8.48300963034033
"clc7p",5.55745320612546
"clc5p",2.92967368005023
"clc5_1p",2.37692361040416
"clc5_2p",0.835532871503306
